t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
22753,34,1,-101.572,-18.5706,147.864,156,414,90,228,4,0,7
23378,35,1,-88.911,-19.5116,151.488,302,318,90,182,2,0,4
24101,36,1,-79.1093,-19.0935,153.573,156,559,155,359,2,1,3
24603,37,1,-68.0253,-19.0473,153.335,155,333,90,185,6,0,8
25317,38,1,-54.682,-19.4828,152.747,344,366,135,185,2,0,3
26047,39,1,-42.9375,-14.3516,152.628,156,560,89,390,2,0,3
26534,40,1,-32.0345,-16.6482,152.062,156,323,90,186,2,0,4
27270,41,1,-25.5111,-18.1969,151.222,307,422,189,186,3,0,3
27952,42,1,-18.4018,-18.1712,151.305,153,520,91,331,9,0,8
28483,43,1,-11.9759,-18.6881,150.616,198,324,89,188,3,0,4
29223,44,1,-12.5917,-17.6093,150.083,246,486,191,243,3,0,9
29859,45,1,-7.51176,-18.38,149.075,156,469,91,280,3,0,8
30433,46,1,0.427978,-18.6598,148.219,251,321,89,185,3,0,3
31176,47,1,7.70465,-19.4532,147.749,195,528,194,287,2,0,4
32180,48,1,16.1773,-18.5382,146.679,203,517,185,285,3,0,3
32774,49,1,28.407,-17.8007,145.105,159,428,89,234,7,0,15
33403,50,1,36.5393,-17.9395,143.25,295,325,90,184,2,0,6
34123,51,1,46.5625,-16.7725,143.207,153,559,176,334,3,0,5
34633,52,1,56.6836,-15.1155,142.284,152,349,89,184,5,0,13
35335,53,1,65.4297,-16.7819,139.974,339,355,125,183,2,1,4
36059,54,1,78.0207,-14.3168,138.608,156,560,97,382,3,0,4
36541,55,1,88.0323,-18.6167,137.262,153,321,89,183,2,0,6
37265,56,0,88.0323,-18.6167,137.262,298,418,195,187,0,0,0
37926,57,1,107.901,-17.0588,135.514,157,502,90,307,4,2,13
38457,58,0,107.901,-17.0588,135.514,216,309,89,183,0,0,0
39163,59,0,107.901,-17.0588,135.514,193,510,186,287,0,0,0
39680,60,0,107.901,-17.0588,135.514,156,358,89,191,0,0,0
40345,61,0,107.901,-17.0588,135.514,346,317,97,183,0,0,0
41051,62,0,107.901,-17.0588,135.514,157,547,98,383,0,0,0
41517,63,0,107.901,-17.0588,135.514,157,307,89,181,0,0,0
42235,64,0,107.901,-17.0588,135.514,269,445,194,214,0,0,0
42822,65,0,107.901,-17.0588,135.514,156,429,90,264,0,0,0
43414,66,0,107.901,-17.0588,135.514,278,308,90,181,0,0,0
44115,67,0,107.901,-17.0588,135.514,155,545,172,336,0,0,0
44583,68,0,107.901,-17.0588,135.514,158,309,90,182,0,0,0
45296,69,0,107.901,-17.0588,135.514,339,372,155,180,0,0,0
45955,70,0,107.901,-17.0588,135.514,158,499,91,330,0,0,0
46466,71,0,107.901,-17.0588,135.514,201,308,90,181,0,0,0
47177,72,0,107.901,-17.0588,135.514,202,507,188,282,0,0,0
47708,73,0,107.901,-17.0588,135.514,157,367,89,201,0,0,0
48359,74,0,107.901,-17.0588,135.514,340,309,90,182,0,0,0
49060,75,0,107.901,-17.0588,135.514,153,545,102,384,0,0,0
49524,76,0,107.901,-17.0588,135.514,155,308,90,181,0,0,0
50236,77,0,107.901,-17.0588,135.514,263,448,191,220,0,0,0
50815,78,0,107.901,-17.0588,135.514,154,420,89,256,0,0,0
51411,79,0,107.901,-17.0588,135.514,286,309,90,182,0,0,0
52125,80,1,51.2605,-16.8118,79.5507,153,559,158,349,6,0,4
52620,81,1,41.1584,-17.0156,82.662,147,339,90,182,6,0,14
53337,82,1,28.1908,-16.613,85.6574,327,383,148,184,6,0,3
54054,83,1,19.2031,-16.4173,86.9885,146,562,90,362,14,0,3
54539,84,1,6.30051,-17.0245,88.874,152,326,90,183,7,0,4
55281,85,1,-5.13683,-16.21,91.3057,278,456,192,209,6,0,8
55958,86,1,-18.0102,-17.7442,91.6701,154,515,89,317,17,0,7
56491,87,1,-26.6413,-17.5367,92.6987,202,325,90,184,5,0,3
57221,88,1,-38.8246,-17.3325,93.1347,219,504,188,266,5,0,3
57826,89,1,-52.2732,-18.0787,90.3043,152,441,90,249,9,0,5
58435,90,1,-63.4729,-10.3202,91.4081,277,325,90,185,4,1,3
59157,91,1,-74.0309,-16.9874,88.1788,152,562,180,333,4,0,4
59657,92,0,-74.0309,-16.9874,88.1788,151,342,90,186,0,0,0
60363,93,1,-96.9673,-17.923,84.437,335,369,128,184,12,0,3
61073,94,0,-96.9673,-17.923,84.437,155,548,103,389,0,0,0
61541,95,0,-96.9673,-17.923,84.437,157,308,90,181,0,0,0
62258,96,0,-96.9673,-17.923,84.437,274,442,192,213,0,0,0
62860,97,0,-96.9673,-17.923,84.437,157,438,90,273,0,0,0
63440,98,0,-96.9673,-17.923,84.437,265,308,90,181,0,0,0
64147,99,0,-96.9673,-17.923,84.437,159,547,184,326,0,0,0
64630,100,0,-96.9673,-17.923,84.437,157,318,90,182,0,0,0
65333,101,0,-96.9673,-17.923,84.437,342,360,141,182,0,0,0
66012,102,0,-96.9673,-17.923,84.437,155,518,90,350,0,0,0
66501,103,0,-96.9673,-17.923,84.437,182,306,90,179,0,0,0
67218,104,0,-96.9673,-17.923,84.437,227,487,187,263,0,0,0
67770,105,0,-96.9673,-17.923,84.437,155,392,90,225,0,0,0
68399,106,0,-96.9673,-17.923,84.437,317,310,89,184,0,0,0
69109,107,0,-96.9673,-17.923,84.437,158,546,138,371,0,0,0
69579,108,0,-96.9673,-17.923,84.437,157,311,90,184,0,0,0
70300,109,0,-96.9673,-17.923,84.437,312,406,185,184,0,0,0
70943,110,0,-96.9673,-17.923,84.437,156,485,90,317,0,0,0
71480,111,0,-96.9673,-17.923,84.437,227,309,90,182,0,0,0
72198,112,1,-134.907,-18.489,174.214,192,524,190,289,1,0,3
72760,113,1,-118.367,-18.319,179.14,157,390,89,206,4,0,7
73412,114,1,-106.936,-15.7431,181.775,329,321,89,184,2,0,5
74140,115,1,-94.7298,-16.3257,184.372,157,560,154,358,2,0,5
74638,116,1,-78.8823,-19.9955,188.355,156,329,90,183,2,0,6
75353,117,1,-68.4018,-20.6556,189.527,343,368,138,182,1,0,6
76081,118,1,-50.2744,0.44641,194.612,157,563,90,379,3,0,7
76566,119,1,-47.1935,-20.5088,188.891,158,320,90,183,2,0,4
77299,120,1,-28.4991,-18.9613,189.979,301,425,193,186,1,1,3
77994,121,1,-25.4468,-5.43357,190.989,158,529,90,317,6,0,26
78515,122,1,-2.03785,-16.7042,189.724,194,322,89,184,2,0,7
79251,123,1,2.19005,-20.258,189.927,245,479,188,244,2,0,4
79857,124,1,9.26949,-15.9871,189.332,154,445,90,263,2,0,8
80468,125,1,28.1843,18.1316,186.673,276,327,89,185,2,0,10
81190,126,1,34.8262,-20.3355,185.665,174,539,185,308,2,0,4
81728,127,1,44.7319,-16.4546,185.049,152,378,89,188,2,0,8
82400,128,1,56.6207,-15.0599,184.003,341,327,95,183,1,1,6
83118,129,1,69.1314,-17.6965,183.273,153,558,127,380,2,0,5
83601,130,1,91.4367,-40.7136,169.836,152,322,90,183,1,0,7
84337,131,1,94.5888,-13.726,180.281,338,386,157,182,2,0,5
85039,132,1,105.147,-15.972,180.482,155,539,90,349,3,0,8
85530,133,0,105.147,-15.972,180.482,177,310,90,183,0,0,0
86254,134,1,126.633,-18.3814,179.412,243,479,189,244,1,0,4
86843,135,0,126.633,-18.3814,179.412,158,424,90,257,0,0,0
87442,136,0,126.633,-18.3814,179.412,280,313,90,186,0,0,0
88145,137,0,126.633,-18.3814,179.412,152,549,164,348,0,0,0
88612,138,0,126.633,-18.3814,179.412,155,311,90,183,0,0,0
89336,139,0,126.633,-18.3814,179.412,350,368,148,183,0,0,0
90001,140,0,126.633,-18.3814,179.412,156,504,89,337,0,0,0
90510,141,0,126.633,-18.3814,179.412,196,311,90,184,0,0,0
91219,142,0,126.633,-18.3814,179.412,211,496,190,269,0,0,0
91758,143,0,126.633,-18.3814,179.412,158,379,90,214,0,0,0
92408,144,0,126.633,-18.3814,179.412,338,310,89,184,0,0,0
93119,145,0,126.633,-18.3814,179.412,160,549,126,386,0,0,0
93587,146,0,126.633,-18.3814,179.412,158,309,89,183,0,0,0
94306,147,0,126.633,-18.3814,179.412,303,415,192,186,0,0,0
94962,148,0,126.633,-18.3814,179.412,159,484,90,317,0,0,0
95497,149,0,126.633,-18.3814,179.412,223,311,90,184,0,0,0
96207,150,0,126.633,-18.3814,179.412,189,520,188,293,0,0,0
96726,151,0,126.633,-18.3814,179.412,157,361,90,191,0,0,0
97393,152,0,126.633,-18.3814,179.412,349,314,92,184,0,0,0
98097,153,0,126.633,-18.3814,179.412,155,548,97,388,0,0,0
98565,154,0,126.633,-18.3814,179.412,157,309,89,183,0,0,0
99281,155,0,126.633,-18.3814,179.412,272,443,192,213,0,0,0
99884,156,0,126.633,-18.3814,179.412,157,440,89,278,0,0,0
100468,157,0,126.633,-18.3814,179.412,271,311,90,184,0,0,0
101173,158,0,126.633,-18.3814,179.412,156,548,184,327,0,0,0
101663,159,0,126.633,-18.3814,179.412,159,327,90,185,0,0,0
102376,160,1,140.374,-19.9324,198.298,343,368,137,182,1,0,6
103085,161,0,140.374,-19.9324,198.298,152,550,90,375,0,0,0
103566,162,1,128.39,-20.9353,200.003,157,322,90,183,2,1,6
104301,163,1,120.978,-19.5116,202.549,278,450,193,209,2,0,5
104935,164,1,117.085,-16.7884,203.068,153,473,90,289,1,0,8
105497,165,1,112.884,-18.7529,203.926,237,317,90,181,1,0,3
106198,166,0,112.884,-18.7529,203.926,172,521,186,298,0,0,0
106729,167,1,99.5909,-21.6169,205.823,157,370,90,184,1,0,15
107412,168,1,89.1441,-18.1123,209.316,343,334,102,183,2,0,6
108131,169,1,84.5177,-15.7193,210.382,157,555,120,386,1,0,4
108614,170,1,80.9526,-18.7985,210.696,157,318,89,184,1,0,3
109340,171,1,74.3452,-20.5902,212.917,315,403,176,182,1,0,3
110024,172,1,56.287,-20.3803,219.779,152,520,90,327,2,0,17
110541,173,1,57.4783,-15.6851,218.713,193,318,90,183,1,0,3
111270,174,1,48.483,-18.408,220.465,234,488,189,252,2,0,5
111859,175,1,48.178,-18.8399,220.613,151,431,89,246,1,0,7
112471,176,1,34.8374,-19.8592,223.242,287,319,89,185,1,0,3
113199,177,1,20.794,-17.1081,225.736,158,561,184,328,1,0,7
113717,178,1,15.4751,-14.2816,226.971,154,356,89,184,2,0,11
114406,179,1,16.2505,-18.8233,227.085,338,343,113,181,1,0,8
115129,180,1,8.50668,-15.6484,228.509,157,558,109,384,1,0,6
115626,181,1,-10.5519,-17.1753,228.325,157,324,89,184,1,0,9
116360,182,1,-20.1636,-19.2124,228.456,336,391,162,183,2,1,3
117056,183,1,-21.4071,-25.0027,228.223,152,529,90,344,1,0,9
117560,184,1,-29.3955,-22.3185,229.348,182,320,89,185,1,0,4
118292,185,1,-36.5583,-21.335,228.567,251,473,192,235,2,0,4
118911,186,1,-39.1661,-21.7515,228.447,153,453,89,271,1,0,6
119499,187,1,-42.3002,-21.8593,227.816,264,319,90,184,1,0,4
120222,188,1,-55.136,-14.0166,227.119,179,536,187,304,1,0,4
120787,189,1,-64.5337,-20.1023,224.152,156,397,90,206,6,0,17
121442,190,1,-65.8729,-19.5276,226.364,328,320,89,185,2,0,5
122162,191,1,-77.8158,-22.5976,223.287,157,555,142,368,1,0,4
122643,192,1,-85.4662,-16.8013,223.697,154,320,89,183,2,0,5
123375,193,1,-101.742,-15.5683,220.229,346,379,150,184,2,0,3
124096,194,1,-102.509,-20.0323,221.323,158,551,90,366,1,0,8
124587,195,1,-108.475,-18.0057,220.977,167,321,90,186,1,0,4
125321,196,1,-121.797,-16.4988,216.913,277,451,194,208,1,0,6
126000,197,1,-125.528,-18.8512,215.623,160,506,90,311,1,0,15
126539,198,1,-127.715,-20.3876,216.071,215,320,91,184,1,0,4
127274,199,1,-132.16,-18.7043,218.89,224,503,191,264,2,0,6
127858,200,0,-132.16,-18.7043,218.89,157,415,90,247,0,0,0
128478,201,1,-151.629,-14.9085,210.239,296,323,90,182,1,0,7
129187,202,0,-151.629,-14.9085,210.239,157,545,173,335,0,0,0
129655,203,0,-151.629,-14.9085,210.239,157,309,90,182,0,0,0
130376,204,0,-151.629,-14.9085,210.239,352,367,147,183,0,0,0
131095,205,1,-164.894,-17.4101,217.675,158,553,90,360,6,0,16
131588,206,1,-167.266,-14.015,230.01,167,321,89,186,1,0,4
132322,207,1,-172.241,-12.4271,235.054,278,449,190,212,1,0,4
132970,208,1,-173.872,-12.8591,241.847,155,478,90,294,1,0,9
133528,209,1,-170.737,-15.1206,251.814,234,319,90,182,1,0,6
134237,210,0,-170.737,-15.1206,251.814,193,509,185,287,0,0,0
134780,211,1,-163.46,-16.1574,260.108,158,379,89,197,1,0,8
135434,212,0,-163.46,-16.1574,260.108,340,309,89,183,0,0,0
136158,213,1,-140.209,-15.3101,268.777,159,555,127,383,1,0,4
136643,214,1,-127.686,-18.8278,272.7,156,322,90,184,1,0,6
137379,215,1,-123.054,-17.3588,268.399,342,385,155,184,2,0,5
138076,216,1,-110.415,-21.7757,270.546,154,534,90,347,1,1,3
138570,217,0,-110.415,-21.7757,270.546,178,311,90,185,0,0,0
139292,218,1,-93.7836,-16.796,273.241,241,479,191,243,1,0,4
139912,219,1,-94.241,-18.6898,269.367,158,455,90,258,5,0,17
140509,220,1,-68.044,-17.7198,274.622,269,320,90,184,2,0,4
141246,221,1,-63.727,-12.6817,272.703,180,543,187,308,2,0,6
141819,222,1,-26.4542,-24.7411,278.558,160,406,90,216,2,7,8
142470,223,1,-45.2658,-18.0187,272.537,320,324,90,183,1,0,8
143189,224,1,-24.6915,-23.3392,273.561,155,555,156,352,2,0,6
143697,225,1,57.0203,-36.7241,269.453,159,342,90,184,1,0,16
144400,226,0,57.0203,-36.7241,269.453,348,349,130,182,0,0,0
145125,227,1,35.4909,-21.8335,278.482,158,564,90,366,4,0,18
145610,228,1,37.9223,-39.374,276.333,157,321,90,185,1,1,3
146349,229,1,38.723,-39.3985,277.571,291,437,196,195,2,0,4
147017,230,1,48.9074,-28.6244,276.728,155,503,90,312,3,0,11
147560,231,1,53.6439,-30.7873,275.382,218,323,90,186,1,0,4
148288,232,1,71.3156,-17.041,273.533,229,492,189,256,1,0,4
148900,233,1,66.2206,-28.0268,273.404,158,446,90,251,1,0,11
149512,234,1,82.8386,-32.2571,270.464,286,321,89,186,1,0,4
150236,235,1,93.7343,-36.2492,268.695,164,552,190,314,1,0,7
150780,236,1,85.4374,-48.4653,280.211,156,381,89,188,5,0,15
151459,237,1,103.565,-32.4072,275.337,345,324,90,185,1,0,7
152166,238,0,103.565,-32.4072,275.337,154,545,131,377,0,0,0
152651,239,1,128.847,-32.4994,271.618,160,324,90,186,1,0,6
153390,240,1,140.53,-23.2592,272.374,337,393,159,186,1,0,7
154108,241,1,156.195,-29.1336,268.737,157,552,90,363,1,0,12
154602,242,1,166.048,-28.5615,268.902,167,320,90,185,1,0,4
155337,243,1,172.063,-28.1965,271.902,271,457,193,216,1,0,7
155991,244,1,188.023,-26.5527,267.776,157,487,89,295,1,0,15
156553,245,1,197.984,-24.5558,270.448,228,324,89,187,0,0,6
157274,246,0,197.984,-24.5558,270.448,215,499,191,271,0,0,0
157827,247,0,197.984,-24.5558,270.448,159,393,89,224,0,0,0
158471,248,0,197.984,-24.5558,270.448,327,315,90,188,0,0,0
159178,249,0,197.984,-24.5558,270.448,158,547,142,368,0,0,0
159650,250,0,197.984,-24.5558,270.448,158,311,90,185,0,0,0
160373,251,0,197.984,-24.5558,270.448,324,398,176,185,0,0,0
161051,252,1,215.746,-28.4623,295.43,159,512,90,329,1,0,9
161565,253,0,215.746,-28.4623,295.43,197,309,89,184,0,0,0
162284,254,1,191.687,-30.9475,304.446,209,509,189,273,1,0,6
162831,255,0,191.687,-30.9475,304.446,150,385,89,222,0,0,0
163483,256,1,174.877,-28.2038,301.752,327,323,90,185,0,0,6
164203,257,1,164.211,-31.9441,300.386,155,557,151,357,1,0,7
164709,258,1,153.21,-28.7822,300.768,158,339,89,186,1,0,16
165422,259,1,151.134,-33.5185,297.272,342,369,136,184,1,0,6
166153,260,1,141.1,-32.8976,298.201,158,565,89,386,1,0,7
166649,261,1,128.773,-36.3757,298.687,157,325,90,186,0,0,8
167385,262,1,116.443,-36.6048,299.922,317,412,178,185,1,0,7
168090,263,1,102.113,-36.2671,300.096,158,538,90,341,1,0,15
168592,264,1,106.655,-70.1351,281.844,179,319,90,184,1,0,4
169314,265,0,106.655,-70.1351,281.844,252,463,190,236,0,0,0
169932,266,1,60.8888,-42.4731,298.525,160,450,90,259,1,1,15
170531,267,1,60.778,-42.9165,297.648,274,322,89,185,1,0,4
171256,268,1,55.5209,-35.7973,300.617,170,547,193,308,1,0,4
171818,269,1,56.2143,-48.173,298.96,155,388,89,201,5,1,10
172485,270,1,46.368,-46.4405,300.98,340,321,90,185,1,1,3
173209,271,1,25.6965,-29.3377,307.841,157,558,149,363,1,0,5
173714,272,1,25.3167,-37.4734,305.949,159,335,90,186,4,0,13
174429,273,1,35.6237,-43.7735,305.086,344,367,136,184,1,0,5
175163,274,1,31.3978,-33.6884,308.128,160,566,90,387,1,0,5
175652,275,1,33.6112,-30.5529,309.133,157,325,90,185,1,0,7
176396,276,1,29.9999,-23.0515,311.337,317,419,182,185,1,0,11
177128,277,1,-23.5615,-22.7294,313.719,156,561,90,348,1,0,32
177626,278,1,1.84202,-13.4418,318.211,160,332,89,184,1,0,18
178372,279,1,65.7614,-16.0117,308.524,286,453,193,208,1,1,9
179068,280,1,-69.0693,-3.8557,311.298,156,532,90,315,1,0,35
179604,281,1,-83.618,-6.02612,309.91,203,326,89,187,1,1,8
180335,282,1,-103.124,-15.3647,307.238,249,474,192,235,1,0,5
180982,283,1,-102.89,-6.37092,314.128,157,481,90,277,5,0,30
181563,284,1,-122.554,-11.0062,307.971,252,326,90,186,1,1,7
182288,285,0,-122.554,-11.0062,307.971,205,508,191,280,0,0,0
182835,286,0,-122.554,-11.0062,307.971,161,384,90,219,0,0,0
183503,287,1,-127.543,-1.38645,338.397,340,327,89,190,1,0,7
184216,288,0,-127.543,-1.38645,338.397,159,546,158,351,0,0,0
184690,289,0,-127.543,-1.38645,338.397,161,312,90,185,0,0,0
185432,290,1,-120.472,-11.3671,349.82,359,380,145,186,1,0,8
186159,291,1,-102.539,-4.59091,350.583,157,563,90,376,1,0,10
186652,292,1,-95.3098,-0.244375,345.829,159,326,90,185,1,0,8
187386,293,1,85.4389,-19.4799,346.739,297,430,193,187,1,0,8
188100,294,1,75.5087,-21.9487,344.669,163,543,90,334,1,1,34
188619,295,1,67.3947,-26.0994,345.441,186,326,90,185,1,0,9
189361,296,1,47.1995,-36.6631,345.308,267,468,193,225,1,0,9
190005,297,1,55.8958,-48.5683,341.73,157,479,90,293,5,1,10
190580,298,1,42.6607,-52.3381,340.887,242,326,90,187,1,0,8
191309,299,1,41.7462,-57.9812,339.838,214,506,188,273,1,0,4
191907,300,1,44.9626,-54.683,335.574,157,429,90,237,1,1,18
192526,301,0,44.9626,-54.683,335.574,298,314,90,187,0,0,0
193251,302,1,68.4653,-56.2295,329.029,162,562,173,342,1,0,4
193775,303,1,63.3127,-53.0328,334.013,158,358,89,186,1,0,9
194470,304,1,72.9035,-45.9795,339.241,354,337,106,185,1,0,4
195183,305,0,72.9035,-45.9795,339.241,159,546,110,382,0,0,0
195667,306,1,94.5007,-44.7662,338.183,159,323,90,185,1,1,6
196402,307,1,110.713,-33.6869,338.887,307,421,188,184,1,0,7
197106,308,1,128.818,-45.4657,334.778,160,532,92,338,3,0,12
197609,309,0,128.818,-45.4657,334.778,184,310,90,183,0,0,0
198338,310,1,150.681,-30.2307,332.96,235,493,188,256,1,0,7
198928,311,0,150.681,-30.2307,332.96,157,422,90,259,0,0,0
199526,312,0,150.681,-30.2307,332.96,286,310,89,184,0,0,0
200247,313,1,185.165,-26.141,333.941,161,558,166,344,1,0,6
200757,314,1,201.341,-24.5816,328.56,159,344,89,185,1,0,11
201454,315,0,201.341,-24.5816,328.56,350,339,120,182,0,0,0
202163,316,0,201.341,-24.5816,328.56,159,548,90,376,0,0,0
202640,317,0,201.341,-24.5816,328.56,160,311,90,184,0,0,0
203372,318,1,219.935,-28.5489,300.295,271,459,192,222,1,0,3
203997,319,0,219.935,-28.5489,300.295,157,460,90,289,0,0,0
204571,320,1,209.953,-25.7883,272.917,252,320,90,185,0,0,4
205297,321,1,204.809,-23.1908,261.066,179,538,190,302,1,0,6
205852,322,0,204.809,-23.1908,261.066,159,384,90,217,0,0,0
206495,323,0,204.809,-23.1908,261.066,330,312,90,185,0,0,0
207200,324,0,204.809,-23.1908,261.066,158,545,117,388,0,0,0
207674,325,0,204.809,-23.1908,261.066,158,312,90,185,0,0,0
208392,326,0,204.809,-23.1908,261.066,296,420,194,189,0,0,0
209015,327,0,204.809,-23.1908,261.066,157,463,90,297,0,0,0
209575,328,0,204.809,-23.1908,261.066,248,311,89,185,0,0,0
210285,329,0,204.809,-23.1908,261.066,176,533,188,308,0,0,0
210783,330,0,204.809,-23.1908,261.066,157,339,89,182,0,0,0
211467,331,0,204.809,-23.1908,261.066,351,332,112,182,0,0,0
212165,332,0,204.809,-23.1908,261.066,156,539,90,371,0,0,0
212637,333,0,204.809,-23.1908,261.066,160,310,90,181,0,0,0
213352,334,0,204.809,-23.1908,261.066,251,461,192,232,0,0,0
213926,335,0,204.809,-23.1908,261.066,158,411,90,245,0,0,0
214531,336,0,204.809,-23.1908,261.066,296,307,89,181,0,0,0
215238,337,0,204.809,-23.1908,261.066,158,546,156,353,0,0,0
215706,338,0,204.809,-23.1908,261.066,158,309,89,183,0,0,0
216423,339,0,204.809,-23.1908,261.066,331,385,167,181,0,0,0
217062,340,0,204.809,-23.1908,261.066,156,482,90,316,0,0,0
217592,341,0,204.809,-23.1908,261.066,216,308,90,181,0,0,0
218298,342,0,204.809,-23.1908,261.066,190,514,186,291,0,0,0
218821,343,0,204.809,-23.1908,261.066,160,354,89,191,0,0,0
219485,344,0,204.809,-23.1908,261.066,343,319,101,181,0,0,0
220184,345,0,204.809,-23.1908,261.066,153,544,89,379,0,0,0
220643,346,0,204.809,-23.1908,261.066,150,308,90,181,0,0,0
221353,347,0,204.809,-23.1908,261.066,243,464,188,239,0,0,0
221910,348,0,204.809,-23.1908,261.066,153,399,90,229,0,0,0
222521,349,0,204.809,-23.1908,261.066,302,308,90,180,0,0,0
223220,350,0,204.809,-23.1908,261.066,152,544,129,378,0,0,0
223679,351,0,204.809,-23.1908,261.066,149,309,90,182,0,0,0
224389,352,0,204.809,-23.1908,261.066,273,435,193,205,0,0,0
224970,353,0,204.809,-23.1908,261.066,147,433,90,267,0,0,0
225545,354,0,204.809,-23.1908,261.066,266,308,89,182,0,0,0
226261,355,1,70.5297,-16.3894,99.3273,154,560,151,358,4,0,6
226744,356,1,63.3334,-17.0984,101.852,148,328,90,183,4,0,9
227466,357,1,52.9215,-17.3035,104.575,332,383,151,181,4,0,6
228173,358,1,40.9311,-17.2292,106.605,149,551,89,351,9,0,13
228658,359,1,31.6543,-17.2542,107.256,157,323,89,183,4,0,6
229388,360,1,21.7788,-14.2898,106.603,254,469,188,230,5,0,4
230027,361,1,12.7647,-17.3194,104.544,151,471,90,280,11,1,4
230597,362,1,3.42273,-17.8337,103.4,241,324,89,183,4,0,7
231315,363,1,-2.92559,-17.5821,103.867,165,546,189,307,5,0,3
231865,364,1,-11.3934,-18.9979,104.101,151,391,89,194,9,0,8
232528,365,1,-21.2588,-18.1343,105.595,332,327,90,187,5,0,3
233249,366,1,-37.5253,-25.0422,103.057,152,561,132,379,4,0,3
233729,367,1,-44.1256,-16.3648,108.283,150,323,90,184,4,0,3
234457,368,1,-58.8434,-18.5607,107.49,332,389,158,183,4,0,3
235160,369,1,-64.9304,-17.9025,109.341,151,537,89,345,7,1,7
235655,370,1,-73.3585,-18.2981,107.637,169,319,90,182,4,0,3
236382,371,1,-81.0382,-18.4526,106.874,241,478,192,239,4,0,3
236994,372,1,-87.7775,-18.1332,106.056,154,447,90,264,5,0,7
237572,373,0,-87.7775,-18.1332,106.056,266,308,90,181,0,0,0
238265,374,0,-87.7775,-18.1332,106.056,149,543,163,343,0,0,0
238722,375,0,-87.7775,-18.1332,106.056,149,307,90,180,0,0,0
239433,376,0,-87.7775,-18.1332,106.056,310,399,183,179,0,0,0
240052,377,0,-87.7775,-18.1332,106.056,150,468,92,300,0,0,0
240596,378,0,-87.7775,-18.1332,106.056,236,306,90,179,0,0,0
241293,379,0,-87.7775,-18.1332,106.056,156,539,189,313,0,0,0
241761,380,0,-87.7775,-18.1332,106.056,153,314,90,180,0,0,0
242463,381,0,-87.7775,-18.1332,106.056,337,364,147,180,0,0,0
243115,382,0,-87.7775,-18.1332,106.056,152,497,90,327,0,0,0
243622,383,0,-87.7775,-18.1332,106.056,199,307,90,180,0,0,0
244327,384,0,-87.7775,-18.1332,106.056,191,511,187,287,0,0,0
244827,385,0,-87.7775,-18.1332,106.056,153,345,89,180,0,0,0
245498,386,0,-87.7775,-18.1332,106.056,343,325,110,178,0,0,0
246199,387,0,-87.7775,-18.1332,106.056,152,541,90,363,0,0,0
