frame,detected,x,y,z,t_grab,t_total,t_prepare,t_search,t_approx,t_refine,t_estimate
417,1,61.4546,-17.4874,80.7101,17,6,3,3,0,0,0
418,1,69.255,-16.3287,82.1307,16,5,2,3,0,0,0
419,1,75.1672,-16.8884,81.0496,18,5,2,3,0,0,0
420,1,80.6814,-16.814,81.2373,16,6,2,3,0,0,1
421,1,92.4603,-16.7992,81.4111,17,6,2,3,0,0,1
422,0,92.4603,-16.7992,81.4111,17,4,1,3,0,0,0
423,0,92.4603,-16.7992,81.4111,17,4,2,2,0,0,0
424,0,92.4603,-16.7992,81.4111,17,4,2,2,0,0,0
425,0,92.4603,-16.7992,81.4111,15,5,2,2,0,0,0
426,0,92.4603,-16.7992,81.4111,17,4,1,3,0,0,0
427,0,92.4603,-16.7992,81.4111,16,4,2,2,0,0,0
428,0,92.4603,-16.7992,81.4111,16,5,2,3,0,0,0
429,0,92.4603,-16.7992,81.4111,19,5,2,3,0,0,0
430,0,92.4603,-16.7992,81.4111,17,5,2,3,0,0,0
431,1,115.967,-14.3077,107.153,16,5,2,2,0,0,1
432,1,103.587,-21.4184,113.004,16,5,2,3,0,0,0
433,0,103.587,-21.4184,113.004,16,4,2,2,0,0,0
434,0,103.587,-21.4184,113.004,18,4,1,3,0,0,0
435,1,66.9964,-17.2444,133.07,15,5,2,3,0,0,0
436,1,52.0185,-17.9021,137.363,16,4,2,2,0,0,0
437,1,36.1587,-18.8515,141.339,18,4,2,2,0,0,0
438,1,26.9188,-17.5004,144.597,17,4,2,2,0,0,0
439,1,20.5615,-18.7346,146.814,20,6,2,4,0,0,0
440,1,10.1653,-13.2872,150.432,19,5,2,2,0,1,0
441,1,8.43396,-15.9743,151.278,16,6,3,2,0,0,1
442,1,26.8662,-27.1157,146.987,16,6,3,2,1,0,0
443,1,-26.8501,-14.4888,154.049,17,5,2,2,0,1,0
444,0,-26.8501,-14.4888,154.049,16,5,2,3,0,0,0
445,1,-57.3048,-14.2333,153.972,17,5,2,3,0,0,0
446,1,-65.7254,-18.5596,154.864,17,5,2,3,0,0,0
447,1,-80.9634,-18.9434,154.63,16,5,2,3,0,0,0
448,1,-96.228,-18.7017,152.99,17,5,2,3,0,0,0
449,1,-105.973,-18.4604,154.489,19,6,2,4,0,0,0
450,1,-125.468,-17.0538,150.509,16,5,2,2,0,0,1
451,1,-140.695,-19.1367,147.502,15,5,2,3,0,0,0
452,0,-140.695,-19.1367,147.502,17,6,2,4,0,0,0
453,1,-160.495,-19.869,142.135,17,5,2,3,0,0,0
454,0,-160.495,-19.869,142.135,19,6,3,3,0,0,0
455,0,-160.495,-19.869,142.135,16,4,2,2,0,0,0
456,0,-160.495,-19.869,142.135,15,6,4,2,0,0,0
457,0,-160.495,-19.869,142.135,18,5,2,3,0,0,0
458,1,-159.319,-19.2458,167.184,17,5,2,3,0,0,0
459,1,-155.6,-19.4246,171.653,18,4,2,2,0,0,0
460,1,-152.496,-18.7606,172.891,16,5,2,3,0,0,0
461,1,-150.5,-18.5057,174.625,18,5,2,3,0,0,0
462,1,-144.911,-18.05,177.032,16,6,2,4,0,0,0
463,1,-135.536,-18.9121,181.669,17,5,1,3,0,0,1
464,1,-126.071,-18.8831,186.24,16,6,2,3,0,0,1
465,1,-118.132,-18.8831,188.689,16,8,3,4,0,0,1
466,1,-106.533,-18.3195,192.506,16,5,2,3,0,0,0
467,1,-96.8218,-19.9946,194.908,17,6,2,3,0,0,1
468,1,-86.1013,-19.5903,199.631,18,5,2,3,0,0,0
469,1,-76.7339,-19.3638,203.435,17,5,2,3,0,0,0
470,1,57.703,37.9245,210.448,22,8,3,4,0,0,1
471,1,-55.5007,-14.9923,210.469,25,7,3,4,0,0,0
472,1,-43.6614,-18.2174,212.535,17,6,2,4,0,0,0
473,1,-32.3391,-20.507,213.651,19,5,2,2,1,0,0
474,1,-14.5642,-23.806,216.948,18,6,2,3,0,0,1
475,1,-13.8191,-22.6308,216.903,18,5,2,3,0,0,0
476,1,-6.65654,-17.4008,217.905,23,5,2,3,0,0,0
477,1,3.80973,-19.625,219.051,21,5,2,3,0,0,0
478,1,25.5808,-1.68541,223.23,16,5,2,3,0,0,0
479,1,16.585,-17.4799,226.265,16,4,1,3,0,0,0
480,0,16.585,-17.4799,226.265,16,5,2,3,0,0,0
481,1,40.198,-17.039,222.764,17,4,2,2,0,0,0
482,1,67.8303,-10.3114,217.844,16,4,1,3,0,0,0
483,1,66.9438,-16.8836,220.145,16,5,2,2,0,0,1
484,1,79.3991,-18.4746,217.684,15,6,3,3,0,0,0
485,1,94.1783,-21.4066,215.776,16,5,3,2,0,0,0
486,0,94.1783,-21.4066,215.776,17,5,2,3,0,0,0
487,1,113.69,-18.1688,209.612,15,6,2,4,0,0,0
488,0,113.69,-18.1688,209.612,16,6,2,4,0,0,0
489,0,113.69,-18.1688,209.612,17,4,2,2,0,0,0
490,1,139.213,-19.1043,200.434,16,5,2,2,0,0,1
491,0,139.213,-19.1043,200.434,15,4,2,2,0,0,0
492,0,139.213,-19.1043,200.434,16,5,2,3,0,0,0
493,1,175.916,-22.6091,190.97,18,5,2,2,0,0,1
494,0,175.916,-22.6091,190.97,16,5,2,3,0,0,0
495,0,175.916,-22.6091,190.97,18,5,2,3,0,0,0
496,0,175.916,-22.6091,190.97,17,5,2,3,0,0,0
497,0,175.916,-22.6091,190.97,20,6,2,4,0,0,0
498,0,175.916,-22.6091,190.97,16,4,2,2,0,0,0
499,0,175.916,-22.6091,190.97,18,5,3,2,0,0,0
500,0,175.916,-22.6091,190.97,18,4,2,2,0,0,0
501,1,159.372,-24.8663,223.747,19,4,1,3,0,0,0
502,1,148.37,-24.6286,223.914,19,5,2,3,0,0,0
503,1,136.515,-20.129,229.721,17,7,4,2,1,0,0
504,1,131.332,-22.4941,226.992,18,4,1,3,0,0,0
505,1,111.809,-22.3773,230.773,16,5,2,3,0,0,0
506,1,96.9924,-23.5107,235.935,18,5,2,3,0,0,0
507,1,87.3635,-21.712,237.369,17,7,3,3,0,0,1
508,1,74.0012,-19.4753,238.953,17,5,2,2,0,0,1
509,1,57.4101,-20.7576,243.083,18,6,2,3,0,0,1
510,1,46.4817,-17.1435,247.09,17,5,2,3,0,0,0
511,1,34.0654,-18.0355,250.244,19,5,2,2,0,0,1
512,1,15.0557,-20.3821,250.222,17,5,2,2,0,0,1
513,1,9.50294,-23.7186,247.26,17,6,2,4,0,0,0
514,1,-34.3702,-14.4808,245.599,16,7,3,3,1,0,0
515,1,-35.809,-24.9457,246.106,17,5,1,3,0,0,1
516,1,-23.6239,-24.9471,246.485,16,5,2,3,0,0,0
517,1,-33.8644,-21.9222,249.469,18,6,2,3,0,1,0
518,1,-51.278,-23.455,248.817,18,5,2,3,0,0,0
519,1,-68.2418,-18.457,251.286,16,5,2,3,0,0,0
520,0,-68.2418,-18.457,251.286,17,5,2,3,0,0,0
521,1,-98.627,-22.763,251.37,16,4,1,3,0,0,0
522,0,-98.627,-22.763,251.37,19,5,2,3,0,0,0
523,0,-98.627,-22.763,251.37,16,5,2,3,0,0,0
524,0,-98.627,-22.763,251.37,16,5,2,3,0,0,0
525,0,-98.627,-22.763,251.37,18,5,1,4,0,0,0
526,0,-98.627,-22.763,251.37,17,6,3,3,0,0,0
527,1,-69.0509,-3.80653,332.777,17,6,3,3,0,0,0
528,0,-69.0509,-3.80653,332.777,18,5,2,3,0,0,0
529,0,-69.0509,-3.80653,332.777,16,5,2,3,0,0,0
530,0,-69.0509,-3.80653,332.777,17,6,2,4,0,0,0
531,0,-69.0509,-3.80653,332.777,17,6,2,4,0,0,0
532,1,60.5642,-55.5345,322.214,16,5,1,3,0,0,1
533,1,56.5625,-64.6223,322.377,18,6,2,3,0,0,1
534,0,56.5625,-64.6223,322.377,17,5,2,3,0,0,0
535,0,56.5625,-64.6223,322.377,16,6,3,3,0,0,0
536,1,96.0569,-45.7226,323.903,18,5,2,2,0,0,0
537,0,96.0569,-45.7226,323.903,18,6,3,3,0,0,0
538,1,114.745,-37.9669,314.594,19,5,2,2,0,1,0
539,0,114.745,-37.9669,314.594,16,4,2,2,0,0,0
540,0,114.745,-37.9669,314.594,18,5,3,2,0,0,0
541,1,125.382,-36.7479,300.15,17,6,2,3,0,0,1
542,0,125.382,-36.7479,300.15,17,5,3,2,0,0,0
543,0,125.382,-36.7479,300.15,17,4,2,2,0,0,0
544,0,125.382,-36.7479,300.15,17,5,2,3,0,0,0
545,1,105.621,-24.8038,241.66,21,6,2,4,0,0,0
546,1,86.5377,-23.9095,215.261,17,5,2,3,0,0,0
547,1,88.3575,-18.5193,184.255,18,5,2,3,0,0,0
548,1,75.6763,-18.5242,159.131,16,4,2,2,0,0,0
549,1,59.1605,-18.2358,138.939,19,5,2,3,0,0,0
550,1,44.3447,-17.2414,129.77,17,4,2,2,0,0,0
551,1,38.809,-16.3937,119.895,16,4,2,2,0,0,0
552,1,31.4287,-20.193,116.604,16,5,2,3,0,0,0
553,1,29.9612,-18.1269,117.409,18,5,2,3,0,0,0
554,1,32.0388,-19.0659,111.713,17,6,2,4,0,0,0
555,0,32.0388,-19.0659,111.713,17,4,2,2,0,0,0
556,0,32.0388,-19.0659,111.713,18,4,2,2,0,0,0
557,1,41.4331,-15.8714,92.065,17,6,3,2,0,0,1
558,1,40.7333,-17.1974,87.7085,15,5,2,2,0,0,1
559,1,40.1383,-16.8599,88.1333,19,9,4,4,0,0,1
560,1,40.0621,-16.7724,88.196,17,5,2,2,0,1,0
561,1,40.1195,-16.7661,88.1779,19,5,2,3,0,0,0
562,1,40.0822,-16.6653,88.2682,15,5,2,3,0,0,0
563,1,40.1931,-16.7484,88.1431,16,4,1,3,0,0,0
564,1,40.1181,-16.6922,88.2458,16,4,2,2,0,0,0
565,1,40.0975,-16.7722,88.2282,15,4,2,2,0,0,0
566,1,40.1389,-16.739,88.1906,18,6,3,3,0,0,0
567,1,40.0917,-16.843,88.2119,16,5,2,3,0,0,0
568,1,40.0985,-16.8297,88.1933,16,5,2,2,1,0,0
569,1,40.1941,-16.789,88.1543,15,5,2,2,1,0,0
570,1,40.0618,-16.7282,88.2536,16,5,2,3,0,0,0
571,1,40.1309,-16.7366,88.2338,16,5,2,3,0,0,0
572,1,40.1398,-16.6858,88.2091,17,5,2,3,0,0,0
573,1,40.1483,-16.7052,88.211,16,5,2,2,1,0,0
574,1,39.8708,-16.4915,88.5628,16,5,2,3,0,0,0
575,0,39.8708,-16.4915,88.5628,15,4,2,2,0,0,0
576,0,39.8708,-16.4915,88.5628,15,5,2,3,0,0,0
577,0,39.8708,-16.4915,88.5628,17,5,3,2,0,0,0
578,0,39.8708,-16.4915,88.5628,17,4,2,2,0,0,0
