t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
13232,42,1,-18.4029,-18.1699,151.305,146,68,40,16,1,0,3
13456,43,1,-11.9759,-18.6893,150.616,150,68,39,17,0,0,3
13682,44,1,-12.5919,-17.6086,150.083,148,72,39,17,1,0,8
13905,45,1,-7.51119,-18.3797,149.075,148,68,40,16,0,0,4
14124,46,1,0.427741,-18.6595,148.22,144,67,40,16,0,0,3
14346,47,1,7.70439,-19.4532,147.749,147,68,40,16,0,0,3
14575,48,1,16.176,-18.5398,146.679,146,76,39,16,0,0,8
15029,49,1,28.4071,-17.8003,145.105,324,125,85,25,1,0,7
15254,50,1,36.5393,-17.9395,143.25,147,70,39,17,1,0,7
15476,51,1,46.5624,-16.7723,143.207,145,70,39,17,1,0,6
15696,52,1,56.6834,-15.116,142.284,146,69,39,16,0,0,6
15917,53,1,65.4296,-16.7817,139.974,144,69,40,16,0,0,4
16137,54,1,78.0206,-14.3168,138.608,146,67,40,16,1,0,4
16372,55,1,88.0311,-18.6149,137.263,145,69,40,16,1,0,6
16608,56,0,88.0311,-18.6149,137.263,145,84,40,36,0,0,0
17037,57,0,88.0311,-18.6149,137.263,335,93,73,16,0,0,0
17246,58,0,88.0311,-18.6149,137.263,148,60,40,16,0,0,0
17452,59,0,88.0311,-18.6149,137.263,146,60,39,16,0,0,0
17661,60,0,88.0311,-18.6149,137.263,147,60,40,16,0,0,0
17870,61,0,88.0311,-18.6149,137.263,148,60,40,16,0,0,0
18080,62,0,88.0311,-18.6149,137.263,149,60,40,16,0,0,0
18289,63,0,88.0311,-18.6149,137.263,149,59,39,16,0,0,0
18498,64,0,88.0311,-18.6149,137.263,149,59,39,16,0,0,0
18876,65,0,88.0311,-18.6149,137.263,252,124,80,36,0,0,0
19159,66,0,88.0311,-18.6149,137.263,222,60,40,16,0,0,0
19367,67,0,88.0311,-18.6149,137.263,146,60,40,16,0,0,0
19577,68,0,88.0311,-18.6149,137.263,149,60,40,16,0,0,0
19784,69,0,88.0311,-18.6149,137.263,145,60,40,16,0,0,0
19995,70,0,88.0311,-18.6149,137.263,150,60,40,16,0,0,0
20202,71,0,88.0311,-18.6149,137.263,146,60,40,16,0,0,0
20410,72,0,88.0311,-18.6149,137.263,148,59,39,16,0,0,0
20682,73,0,88.0311,-18.6149,137.263,147,123,80,35,0,0,0
21071,74,0,88.0311,-18.6149,137.263,328,60,40,16,0,0,0
21279,75,0,88.0311,-18.6149,137.263,147,60,39,17,0,0,0
21492,76,0,88.0311,-18.6149,137.263,147,60,40,16,0,0,0
21700,77,0,88.0311,-18.6149,137.263,147,60,40,16,0,0,0
21906,78,0,88.0311,-18.6149,137.263,145,60,40,16,0,0,0
22114,79,0,88.0311,-18.6149,137.263,146,60,40,16,0,0,0
22327,80,1,51.2604,-16.8119,79.5507,144,68,39,16,1,0,4
22543,81,1,41.1585,-17.0156,82.662,140,70,40,16,1,0,5
22995,82,1,28.1909,-16.613,85.6574,299,148,86,33,1,0,5
23210,83,1,19.2031,-16.4174,86.9885,143,67,40,15,1,0,3
23428,84,1,6.30047,-17.0245,88.8741,144,67,39,16,1,0,3
23651,85,1,-5.13667,-16.2097,91.3058,145,72,40,16,1,0,7
23873,86,1,-18.0102,-17.7443,91.67,147,68,39,17,1,0,4
24089,87,1,-26.6411,-17.5367,92.6988,143,67,40,16,1,0,4
24309,88,1,-38.8246,-17.3325,93.1347,146,68,39,17,1,0,4
24528,89,1,-52.2733,-18.0787,90.3043,145,67,40,16,1,0,3
24967,90,1,-63.4729,-10.3202,91.4079,281,147,85,34,0,1,7
25199,91,0,-63.4729,-10.3202,91.4079,169,60,39,17,0,0,0
25405,92,0,-63.4729,-10.3202,91.4079,144,61,40,16,0,0,0
25610,93,0,-63.4729,-10.3202,91.4079,143,61,40,16,0,0,0
25817,94,0,-63.4729,-10.3202,91.4079,147,60,39,16,0,0,0
26026,95,0,-63.4729,-10.3202,91.4079,147,60,40,16,0,0,0
26236,96,0,-63.4729,-10.3202,91.4079,149,60,40,16,0,0,0
26445,97,0,-63.4729,-10.3202,91.4079,149,59,39,16,0,0,0
26764,98,0,-63.4729,-10.3202,91.4079,187,123,84,31,0,0,0
27115,99,0,-63.4729,-10.3202,91.4079,289,61,40,17,0,0,0
27325,100,0,-63.4729,-10.3202,91.4079,149,60,40,16,0,0,0
27534,101,0,-63.4729,-10.3202,91.4079,149,60,39,16,0,0,0
27743,102,0,-63.4729,-10.3202,91.4079,148,60,39,16,0,0,0
27952,103,0,-63.4729,-10.3202,91.4079,148,60,40,15,0,0,0
28163,104,0,-63.4729,-10.3202,91.4079,149,60,40,16,0,0,0
28371,105,0,-63.4729,-10.3202,91.4079,147,60,40,16,0,0,0
28591,106,0,-63.4729,-10.3202,91.4079,147,72,40,24,0,0,0
29031,107,0,-63.4729,-10.3202,91.4079,326,111,88,18,0,0,0
29243,108,0,-63.4729,-10.3202,91.4079,149,61,40,16,0,0,0
29457,109,0,-63.4729,-10.3202,91.4079,153,60,40,16,0,0,0
29672,110,0,-63.4729,-10.3202,91.4079,153,61,40,16,0,0,0
29888,111,0,-63.4729,-10.3202,91.4079,154,60,40,16,0,0,0
30103,112,0,-63.4729,-10.3202,91.4079,154,60,40,16,0,0,0
30316,113,0,-63.4729,-10.3202,91.4079,152,59,39,16,0,0,0
30532,114,0,-63.4729,-10.3202,91.4079,156,60,39,16,0,0,0
30985,115,1,-94.7299,-16.3256,184.372,295,154,86,37,1,0,19
31488,116,1,-78.8828,-19.9962,188.354,152,67,39,16,0,0,3
31721,117,1,-68.4021,-20.6542,189.527,152,70,40,16,1,0,6
31953,118,1,-50.2735,0.446129,194.613,153,71,40,16,0,0,7
32182,119,1,-47.1933,-20.5085,188.891,155,67,39,17,1,0,4
32409,120,1,-28.4988,-18.9606,189.979,154,66,39,17,1,1,3
32730,121,1,-25.4447,-5.43576,190.99,155,158,81,35,0,0,23
33113,122,1,-2.03726,-16.7006,189.725,310,72,39,17,1,0,8
33342,123,1,2.18955,-20.2579,189.927,153,68,40,16,0,0,4
33566,124,1,9.26743,-15.9858,189.333,150,68,40,16,0,1,3
33801,125,1,28.1827,18.1301,186.674,153,75,39,17,1,0,11
34034,126,1,-53.0853,32.6085,179.637,152,74,40,16,0,0,9
34258,127,1,44.7315,-16.4554,185.049,150,67,40,16,0,0,3
34485,128,1,56.6209,-15.0593,184.003,151,70,40,16,1,0,7
34880,129,1,69.1314,-17.6963,183.273,237,146,79,35,1,0,16
35167,130,0,69.1314,-17.6963,183.273,226,59,40,15,0,0,0
35387,131,1,94.5893,-13.7255,180.28,151,68,39,16,0,0,4
35607,132,0,94.5893,-13.7255,180.28,153,60,40,16,0,0,0
35822,133,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
36037,134,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
36252,135,0,94.5893,-13.7255,180.28,154,60,39,16,0,0,0
36467,136,0,94.5893,-13.7255,180.28,153,60,40,16,0,0,0
36796,137,0,94.5893,-13.7255,180.28,204,124,82,34,0,0,0
37136,138,0,94.5893,-13.7255,180.28,273,60,40,16,0,0,0
37352,139,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
37566,140,0,94.5893,-13.7255,180.28,154,60,40,15,0,0,0
37782,141,0,94.5893,-13.7255,180.28,155,60,39,16,0,0,0
37996,142,0,94.5893,-13.7255,180.28,153,59,39,16,0,0,0
38212,143,0,94.5893,-13.7255,180.28,155,60,39,16,0,0,0
38430,144,0,94.5893,-13.7255,180.28,156,60,40,16,0,0,0
38733,145,0,94.5893,-13.7255,180.28,174,127,80,37,0,0,0
39107,146,0,94.5893,-13.7255,180.28,314,59,39,16,0,0,0
39322,147,0,94.5893,-13.7255,180.28,154,60,39,16,0,0,0
39539,148,0,94.5893,-13.7255,180.28,155,60,39,17,0,0,0
39756,149,0,94.5893,-13.7255,180.28,156,60,39,17,0,0,0
39971,150,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
40186,151,0,94.5893,-13.7255,180.28,155,60,39,17,0,0,0
40403,152,0,94.5893,-13.7255,180.28,155,60,39,17,0,0,0
40660,153,0,94.5893,-13.7255,180.28,152,101,61,31,0,0,0
41073,154,0,94.5893,-13.7255,180.28,333,78,58,16,0,0,0
41289,155,0,94.5893,-13.7255,180.28,156,60,40,15,0,0,0
41504,156,0,94.5893,-13.7255,180.28,153,60,40,16,0,0,0
41720,157,0,94.5893,-13.7255,180.28,155,60,40,16,0,0,0
41936,158,0,94.5893,-13.7255,180.28,153,62,42,16,0,0,0
42155,159,0,94.5893,-13.7255,180.28,157,61,41,16,0,0,0
42369,160,0,94.5893,-13.7255,180.28,153,60,39,16,0,0,0
42580,161,0,94.5893,-13.7255,180.28,150,59,39,16,0,0,0
43037,162,0,94.5893,-13.7255,180.28,337,119,86,29,0,0,0
43253,163,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
43465,164,0,94.5893,-13.7255,180.28,152,59,39,16,0,0,0
43675,165,0,94.5893,-13.7255,180.28,149,59,39,16,0,0,0
43883,166,0,94.5893,-13.7255,180.28,147,60,39,17,0,0,0
44097,167,0,94.5893,-13.7255,180.28,154,60,40,16,0,0,0
44311,168,0,94.5893,-13.7255,180.28,152,60,40,16,0,0,0
44533,169,1,84.5175,-15.7187,210.382,154,67,40,16,1,0,3
44961,170,0,84.5175,-15.7187,210.382,294,127,86,31,0,0,0
45207,171,0,84.5175,-15.7187,210.382,184,60,40,16,0,0,0
45419,172,0,84.5175,-15.7187,210.382,151,60,40,16,0,0,0
45633,173,0,84.5175,-15.7187,210.382,154,60,40,16,0,0,0
45847,174,0,84.5175,-15.7187,210.382,152,60,40,16,0,0,0
46056,175,0,84.5175,-15.7187,210.382,149,59,40,15,0,0,0
46276,176,1,34.841,-19.855,223.242,152,66,39,16,0,0,3
46498,177,0,34.841,-19.855,223.242,155,60,40,16,0,0,0
46862,178,0,34.841,-19.855,223.242,238,124,80,32,0,0,0
47166,179,0,34.841,-19.855,223.242,243,59,39,16,0,0,0
47396,180,1,8.50809,-15.6486,228.509,155,69,40,16,0,0,6
47616,181,0,8.50809,-15.6486,228.509,153,61,40,17,0,0,0
47829,182,0,8.50809,-15.6486,228.509,151,59,39,16,0,0,0
48041,183,0,8.50809,-15.6486,228.509,151,60,40,16,0,0,0
48258,184,0,8.50809,-15.6486,228.509,156,60,40,16,0,0,0
48472,185,0,8.50809,-15.6486,228.509,153,60,40,16,0,0,0
48799,186,0,8.50809,-15.6486,228.509,204,122,82,32,0,0,0
49156,187,1,-42.2959,-21.8527,227.818,287,68,40,17,1,0,4
49375,188,0,-42.2959,-21.8527,227.818,152,60,40,16,0,0,0
49601,189,1,-64.5334,-20.1034,224.152,154,71,39,17,0,0,7
49820,190,0,-64.5334,-20.1034,224.152,152,60,39,17,0,0,0
50036,191,0,-64.5334,-20.1034,224.152,155,60,40,16,0,0,0
50248,192,0,-64.5334,-20.1034,224.152,152,60,39,16,0,0,0
50470,193,1,-101.741,-15.5663,220.229,153,67,40,16,1,0,3
50814,194,0,-101.741,-15.5663,220.229,209,124,83,33,0,0,0
51154,195,0,-101.741,-15.5663,220.229,278,61,40,17,0,0,0
51369,196,0,-101.741,-15.5663,220.229,154,60,40,16,0,0,0
51586,197,0,-101.741,-15.5663,220.229,156,60,40,16,0,0,0
51801,198,0,-101.741,-15.5663,220.229,154,60,40,16,0,0,0
52018,199,0,-101.741,-15.5663,220.229,157,59,39,16,0,0,0
52235,200,0,-101.741,-15.5663,220.229,156,60,40,16,0,0,0
52458,201,0,-101.741,-15.5663,220.229,157,60,40,16,0,0,0
52769,202,0,-101.741,-15.5663,220.229,186,124,80,36,0,0,0
53131,203,0,-101.741,-15.5663,220.229,300,60,40,16,0,0,0
53347,204,0,-101.741,-15.5663,220.229,155,60,40,16,0,0,0
53563,205,0,-101.741,-15.5663,220.229,155,60,39,17,0,0,0
53780,206,0,-101.741,-15.5663,220.229,156,60,40,16,0,0,0
53996,207,0,-101.741,-15.5663,220.229,156,60,39,17,0,0,0
54211,208,0,-101.741,-15.5663,220.229,153,60,40,16,0,0,0
54424,209,0,-101.741,-15.5663,220.229,152,60,40,16,0,0,0
54692,210,0,-101.741,-15.5663,220.229,152,111,67,35,0,0,0
55092,211,0,-101.741,-15.5663,220.229,332,67,47,16,0,0,0
55307,212,0,-101.741,-15.5663,220.229,154,60,39,17,0,0,0
55524,213,0,-101.741,-15.5663,220.229,155,60,39,17,0,0,0
55916,214,0,-101.741,-15.5663,220.229,262,130,79,41,0,0,0
57091,215,0,-101.741,-15.5663,220.229,1113,61,40,17,0,0,0
58515,216,0,-101.741,-15.5663,220.229,1362,60,40,16,0,0,0
58898,217,0,-101.741,-15.5663,220.229,256,125,83,33,0,0,0
59190,218,0,-101.741,-15.5663,220.229,230,60,40,16,0,0,0
59406,219,0,-101.741,-15.5663,220.229,156,59,39,16,0,0,0
59655,220,0,-101.741,-15.5663,220.229,155,93,47,37,0,0,0
60079,221,0,-101.741,-15.5663,220.229,336,86,66,16,0,0,0
60299,222,0,-101.741,-15.5663,220.229,158,60,39,17,0,0,0
60515,223,0,-101.741,-15.5663,220.229,155,60,40,16,0,0,0
60888,224,0,-101.741,-15.5663,220.229,246,123,81,35,0,0,0
61188,225,0,-101.741,-15.5663,220.229,239,60,39,17,0,0,0
61404,226,0,-101.741,-15.5663,220.229,155,59,39,16,0,0,0
61649,227,0,-101.741,-15.5663,220.229,154,89,44,33,0,0,0
62077,228,0,-101.741,-15.5663,220.229,332,96,75,16,0,0,0
62293,229,0,-101.741,-15.5663,220.229,154,60,40,16,0,0,0
62507,230,0,-101.741,-15.5663,220.229,153,59,39,16,0,0,0
62893,231,1,53.6646,-30.8147,275.375,239,145,85,34,5,0,7
63194,232,0,53.6646,-30.8147,275.375,235,60,39,15,0,0,0
63411,233,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
63664,234,0,53.6646,-30.8147,275.375,156,96,52,33,0,0,0
64083,235,0,53.6646,-30.8147,275.375,330,82,62,16,0,0,0
64299,236,0,53.6646,-30.8147,275.375,154,60,40,16,0,0,0
64514,237,0,53.6646,-30.8147,275.375,154,61,40,17,0,0,0
64879,238,0,53.6646,-30.8147,275.375,239,125,79,33,0,0,0
65186,239,0,53.6646,-30.8147,275.375,245,60,40,16,0,0,0
65402,240,0,53.6646,-30.8147,275.375,154,60,40,16,0,0,0
65643,241,0,53.6646,-30.8147,275.375,154,86,41,36,0,0,0
66499,242,0,53.6646,-30.8147,275.375,154,60,39,17,0,0,0
66844,243,0,53.6646,-30.8147,275.375,217,127,84,35,0,0,0
67175,244,0,53.6646,-30.8147,275.375,270,60,39,17,0,0,0
67390,245,0,53.6646,-30.8147,275.375,154,61,40,16,0,0,0
67615,246,0,53.6646,-30.8147,275.375,155,69,40,20,0,0,0
68065,247,0,53.6646,-30.8147,275.375,334,114,87,23,0,0,0
68284,248,0,53.6646,-30.8147,275.375,156,61,40,17,0,0,0
68500,249,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
68851,250,0,53.6646,-30.8147,275.375,223,127,84,35,0,0,0
69177,251,0,53.6646,-30.8147,275.375,258,61,40,17,0,0,0
69394,252,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
69616,253,0,53.6646,-30.8147,275.375,153,68,39,17,0,0,0
70060,254,0,53.6646,-30.8147,275.375,326,117,85,28,0,0,0
70270,255,0,53.6646,-30.8147,275.375,149,60,40,16,0,0,0
70485,256,0,53.6646,-30.8147,275.375,155,60,39,16,0,0,0
70813,257,0,53.6646,-30.8147,275.375,198,126,87,31,0,0,0
71159,258,0,53.6646,-30.8147,275.375,284,61,41,16,0,0,0
71373,259,0,53.6646,-30.8147,275.375,153,60,39,17,0,0,0
71589,260,0,53.6646,-30.8147,275.375,155,60,39,17,0,0,0
72047,261,0,53.6646,-30.8147,275.375,326,129,86,35,0,0,0
72261,262,0,53.6646,-30.8147,275.375,153,60,39,17,0,0,0
72477,263,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
72788,264,0,53.6646,-30.8147,275.375,180,130,87,35,0,0,0
73150,265,0,53.6646,-30.8147,275.375,300,61,40,17,0,0,0
73368,266,0,53.6646,-30.8147,275.375,157,60,40,16,0,0,0
73586,267,0,53.6646,-30.8147,275.375,157,60,40,16,0,0,0
74044,268,0,53.6646,-30.8147,275.375,325,132,87,34,0,0,0
74260,269,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
74478,270,0,53.6646,-30.8147,275.375,157,60,40,16,0,0,0
74798,271,0,53.6646,-30.8147,275.375,188,126,85,33,0,0,0
75153,272,0,53.6646,-30.8147,275.375,292,61,40,17,0,0,0
75368,273,0,53.6646,-30.8147,275.375,155,60,39,17,0,0,0
75587,274,0,53.6646,-30.8147,275.375,157,60,40,16,0,0,0
76042,275,0,53.6646,-30.8147,275.375,323,131,83,38,0,0,0
76262,276,0,53.6646,-30.8147,275.375,159,60,40,16,0,0,0
76477,277,0,53.6646,-30.8147,275.375,154,60,39,17,0,0,0
76783,278,0,53.6646,-30.8147,275.375,177,126,81,37,0,0,0
77149,279,0,53.6646,-30.8147,275.375,305,60,40,16,0,0,0
77365,280,0,53.6646,-30.8147,275.375,154,60,39,17,0,0,0
77584,281,0,53.6646,-30.8147,275.375,158,60,39,17,0,0,0
78026,282,0,53.6646,-30.8147,275.375,307,133,88,35,0,0,0
78258,283,0,53.6646,-30.8147,275.375,171,60,39,17,0,0,0
78477,284,0,53.6646,-30.8147,275.375,158,61,40,16,0,0,0
78798,285,0,53.6646,-30.8147,275.375,191,129,83,37,0,0,0
79158,286,0,53.6646,-30.8147,275.375,297,61,40,16,0,0,0
79384,287,0,53.6646,-30.8147,275.375,159,61,40,17,0,0,0
79600,288,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
80062,289,0,53.6646,-30.8147,275.375,342,118,83,31,0,0,0
80283,290,0,53.6646,-30.8147,275.375,159,60,39,17,0,0,0
80498,291,0,53.6646,-30.8147,275.375,155,60,39,17,0,0,0
80839,292,0,53.6646,-30.8147,275.375,214,125,80,36,0,0,0
81173,293,0,53.6646,-30.8147,275.375,271,61,40,16,0,0,0
81394,294,0,53.6646,-30.8147,275.375,159,61,40,17,0,0,0
81610,295,0,53.6646,-30.8147,275.375,155,60,39,16,0,0,0
82068,296,0,53.6646,-30.8147,275.375,338,119,87,28,0,0,0
82284,297,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
82503,298,0,53.6646,-30.8147,275.375,157,60,39,17,0,0,0
82845,299,0,53.6646,-30.8147,275.375,216,125,82,35,0,0,0
83178,300,0,53.6646,-30.8147,275.375,270,61,40,16,0,0,0
83395,301,0,53.6646,-30.8147,275.375,156,60,40,16,0,0,0
83619,302,0,53.6646,-30.8147,275.375,158,61,40,17,0,0,0
84071,303,0,53.6646,-30.8147,275.375,332,118,84,30,0,0,0
84289,304,0,53.6646,-30.8147,275.375,157,60,40,16,0,0,0
84510,305,0,53.6646,-30.8147,275.375,156,60,39,16,0,0,0
84860,306,0,53.6646,-30.8147,275.375,223,125,80,37,0,0,0
85182,307,0,53.6646,-30.8147,275.375,260,60,40,16,0,0,0
85402,308,0,53.6646,-30.8147,275.375,158,60,39,17,0,0,0
85622,309,0,53.6646,-30.8147,275.375,154,65,40,16,0,0,0
86072,310,0,53.6646,-30.8147,275.375,332,117,84,29,0,0,0
86289,311,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
86505,312,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
86848,313,0,53.6646,-30.8147,275.375,218,123,83,32,0,0,0
87183,314,0,53.6646,-30.8147,275.375,273,60,40,16,0,0,0
87400,315,0,53.6646,-30.8147,275.375,156,60,40,16,0,0,0
87615,316,0,53.6646,-30.8147,275.375,155,60,39,17,0,0,0
88072,317,0,53.6646,-30.8147,275.375,337,118,90,24,0,0,0
88291,318,0,53.6646,-30.8147,275.375,158,60,40,16,0,0,0
88508,319,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
88856,320,0,53.6646,-30.8147,275.375,217,126,85,31,0,0,0
89182,321,0,53.6646,-30.8147,275.375,265,60,39,17,0,0,0
89400,322,0,53.6646,-30.8147,275.375,157,61,40,17,0,0,0
89632,323,0,53.6646,-30.8147,275.375,158,68,40,20,0,0,0
90079,324,0,53.6646,-30.8147,275.375,334,111,85,22,0,0,0
90296,325,0,53.6646,-30.8147,275.375,155,60,40,16,0,0,0
90510,326,0,53.6646,-30.8147,275.375,154,59,39,16,0,0,0
90849,327,0,53.6646,-30.8147,275.375,211,125,85,32,0,0,0
91184,328,0,53.6646,-30.8147,275.375,274,60,40,16,0,0,0
91400,329,0,53.6646,-30.8147,275.375,156,60,39,17,0,0,0
91615,330,0,53.6646,-30.8147,275.375,153,60,40,16,0,0,0
92071,331,0,53.6646,-30.8147,275.375,336,119,83,32,0,0,0
92285,332,0,53.6646,-30.8147,275.375,154,60,40,16,0,0,0
92500,333,0,53.6646,-30.8147,275.375,153,60,40,16,0,0,0
92825,334,0,53.6646,-30.8147,275.375,200,124,80,34,0,0,0
93173,335,0,53.6646,-30.8147,275.375,287,60,40,16,0,0,0
93387,336,0,53.6646,-30.8147,275.375,154,59,40,15,0,0,0
93603,337,0,53.6646,-30.8147,275.375,155,59,39,16,0,0,0
94055,338,0,53.6646,-30.8147,275.375,325,127,82,37,0,0,0
94274,339,0,53.6646,-30.8147,275.375,158,60,40,16,0,0,0
94488,340,0,53.6646,-30.8147,275.375,153,59,40,15,0,0,0
94813,341,0,53.6646,-30.8147,275.375,191,121,83,30,0,0,0
95167,342,0,53.6646,-30.8147,275.375,293,60,40,16,0,0,0
95384,343,0,53.6646,-30.8147,275.375,157,59,39,16,0,0,0
95596,344,0,53.6646,-30.8147,275.375,151,59,39,16,0,0,0
96029,345,0,53.6646,-30.8147,275.375,304,125,86,34,0,0,0
96255,346,0,53.6646,-30.8147,275.375,165,60,40,16,0,0,0
96467,347,0,53.6646,-30.8147,275.375,150,60,40,16,0,0,0
96741,348,0,53.6646,-30.8147,275.375,150,123,80,31,0,0,0
97127,349,0,53.6646,-30.8147,275.375,326,60,39,16,0,0,0
97338,350,0,53.6646,-30.8147,275.375,150,60,40,16,0,0,0
97546,351,0,53.6646,-30.8147,275.375,147,59,39,16,0,0,0
97912,352,0,53.6646,-30.8147,275.375,237,125,82,35,0,0,0
98205,353,0,53.6646,-30.8147,275.375,232,59,39,16,0,0,0
98410,354,0,53.6646,-30.8147,275.375,143,60,40,16,0,0,0
98622,355,0,53.6646,-30.8147,275.375,151,60,40,16,0,0,0
99069,356,0,53.6646,-30.8147,275.375,317,129,86,33,0,0,0
99289,357,1,52.9218,-17.3036,104.575,148,71,41,16,1,0,6
99510,358,1,40.9311,-17.2293,106.605,146,69,40,15,0,1,5
99899,359,1,31.6543,-17.2541,107.257,221,147,82,32,5,0,13
100211,360,1,21.7787,-14.29,106.603,240,67,39,16,0,0,4
100433,361,1,12.7645,-17.3192,104.544,149,67,40,16,1,0,3
100689,362,1,3.42291,-17.8341,103.399,143,105,39,34,1,0,15
102217,363,1,-2.92577,-17.5821,103.867,1457,67,40,16,1,0,4
102439,364,1,-11.3933,-18.9977,104.101,148,67,40,16,0,0,4
102706,365,1,-21.2589,-18.1345,105.595,150,110,48,33,5,0,8
103125,366,1,-37.5251,-25.0425,103.057,324,91,61,17,0,0,3
103347,367,1,-44.1256,-16.3648,108.282,148,67,40,16,0,0,3
103567,368,1,-58.8436,-18.5607,107.49,147,67,40,16,1,0,3
103981,369,1,-64.9302,-17.9024,109.342,263,145,83,36,0,0,8
104248,370,1,-73.3582,-18.2981,107.637,195,67,40,16,1,0,3
104464,371,0,-73.3582,-18.2981,107.637,150,59,39,16,0,0,0
104729,372,0,-73.3582,-18.2981,107.637,151,112,68,33,0,0,0
106295,373,0,-73.3582,-18.2981,107.637,148,60,40,16,0,0,0
106502,374,0,-73.3582,-18.2981,107.637,147,59,39,16,0,0,0
106796,375,0,-73.3582,-18.2981,107.637,168,125,80,37,0,0,0
107157,376,0,-73.3582,-18.2981,107.637,300,60,40,16,0,0,0
107366,377,0,-73.3582,-18.2981,107.637,148,60,40,16,0,0,0
107575,378,0,-73.3582,-18.2981,107.637,149,59,40,15,0,0,0
107967,379,0,-73.3582,-18.2981,107.637,265,127,81,36,0,0,0
108237,380,0,-73.3582,-18.2981,107.637,209,59,40,15,0,0,0
108448,381,0,-73.3582,-18.2981,107.637,150,60,40,15,0,0,0
