t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
108686,382,0,-73.3582,-18.2981,107.637,148,88,45,33,0,0,0
109108,383,0,-73.3582,-18.2981,107.637,324,97,77,16,0,0,0
109322,384,0,-73.3582,-18.2981,107.637,152,60,41,15,0,0,0
109533,385,0,-73.3582,-18.2981,107.637,150,59,40,15,0,0,0
109872,386,0,-73.3582,-18.2981,107.637,213,124,84,32,0,0,0
110197,387,0,-73.3582,-18.2981,107.637,260,60,40,16,0,0,0
110411,388,0,-73.3582,-18.2981,107.637,153,59,39,16,0,0,0
110623,389,0,-73.3582,-18.2981,107.637,151,60,40,16,0,0,0
111071,390,0,-73.3582,-18.2981,107.637,322,125,83,37,0,0,0
111286,391,0,-73.3582,-18.2981,107.637,154,59,40,15,0,0,0
111497,392,0,-73.3582,-18.2981,107.637,151,60,40,16,0,0,0
111788,393,0,-73.3582,-18.2981,107.637,161,128,86,34,0,0,0
112158,394,0,-73.3582,-18.2981,107.637,309,60,40,16,0,0,0
112367,395,0,-73.3582,-18.2981,107.637,149,59,39,16,0,0,0
112575,396,0,-73.3582,-18.2981,107.637,148,59,40,15,0,0,0
112960,397,0,-73.3582,-18.2981,107.637,259,126,84,34,0,0,0
113236,398,1,-61.528,-17.5525,75.8546,208,66,40,15,0,0,3
113462,399,1,-52.5369,-16.5933,76.5761,148,70,40,16,1,0,6
113742,400,1,-47.4469,-16.449,75.9735,149,123,64,33,3,0,8
114145,401,1,-47.0491,-17.2466,76.0725,322,78,50,17,1,0,3
114373,402,1,-47.2592,-17.9797,75.2047,150,71,40,16,1,0,5
114594,403,1,-43.1097,-17.1616,77.0206,147,67,40,16,1,0,3
115030,404,1,-39.6854,-17.5715,77.4613,282,148,86,34,1,0,7
115275,405,1,-33.9562,-17.5634,78.9668,172,68,40,16,1,0,3
115503,406,1,-23.9865,-16.1043,81.157,151,71,40,16,1,0,5
115825,407,1,-14.339,-16.8699,82.1338,173,142,79,35,1,4,3
116190,408,1,-5.69429,-18.0476,83.9344,288,72,40,16,1,0,7
116418,409,1,3.95228,-17.6203,85.6168,151,70,39,17,1,0,6
116647,410,1,13.0887,-17.4768,85.7494,150,73,40,16,1,0,8
117106,411,1,24.4215,-16.9369,84.8923,322,130,83,35,1,0,3
117325,412,1,30.4068,-16.8499,84.9913,145,67,40,16,1,0,3
117552,413,1,36.5588,-15.7015,84.3238,150,69,40,16,1,0,6
117943,414,1,40.0076,-16.8354,83.0775,237,145,80,34,1,0,15
118244,415,1,43.7977,-16.0644,82.381,228,70,40,15,1,0,6
118470,416,1,50.371,-17.3431,81.4866,150,69,40,16,1,0,4
118766,417,1,61.4547,-17.4873,80.7101,153,136,74,35,1,0,7
119148,418,0,61.4547,-17.4873,80.7101,318,60,40,16,0,0,0
119360,419,0,61.4547,-17.4873,80.7101,151,61,40,16,0,0,0
119570,420,0,61.4547,-17.4873,80.7101,148,60,40,16,0,0,0
119952,421,0,61.4547,-17.4873,80.7101,258,123,79,36,0,0,0
120240,422,0,61.4547,-17.4873,80.7101,228,60,40,15,0,0,0
120460,423,0,61.4547,-17.4873,80.7101,153,60,40,16,0,0,0
120714,424,0,61.4547,-17.4873,80.7101,154,98,56,32,0,0,0
121132,425,0,61.4547,-17.4873,80.7101,335,82,62,16,0,0,0
121348,426,0,61.4547,-17.4873,80.7101,155,61,40,16,0,0,0
121563,427,0,61.4547,-17.4873,80.7101,153,60,40,16,0,0,0
121930,428,0,61.4547,-17.4873,80.7101,244,122,81,31,0,0,0
122233,429,0,61.4547,-17.4873,80.7101,242,60,40,15,0,0,0
122447,430,0,61.4547,-17.4873,80.7101,153,59,39,16,0,0,0
122682,431,0,61.4547,-17.4873,80.7101,153,81,39,32,0,0,0
123116,432,0,61.4547,-17.4873,80.7101,324,108,87,17,0,0,0
123329,433,0,61.4547,-17.4873,80.7101,153,59,39,16,0,0,0
123543,434,0,61.4547,-17.4873,80.7101,153,59,39,16,0,0,0
123902,435,1,66.9963,-17.2443,133.07,218,139,82,33,1,0,8
124230,436,1,52.0184,-17.9022,137.363,255,67,39,16,0,1,3
124453,437,1,36.1583,-18.8513,141.339,150,66,39,15,0,0,3
124718,438,1,26.9194,-17.5007,144.597,150,108,48,33,1,0,8
125141,439,1,20.5615,-18.7349,146.814,329,90,63,16,1,0,4
125374,440,1,10.1651,-13.2871,150.432,153,72,40,16,1,0,9
125613,441,1,8.43442,-15.9746,151.278,153,73,40,16,1,0,9
126095,442,1,26.8662,-27.1158,146.987,307,170,86,38,0,0,34
126322,443,1,-26.8503,-14.4885,154.049,153,67,39,16,0,1,3
126541,444,0,-26.8503,-14.4885,154.049,152,59,39,16,0,0,0
126901,445,1,-57.305,-14.2334,153.972,216,143,84,37,0,0,5
127232,446,1,-65.7254,-18.5594,154.864,256,67,39,17,1,0,4
127459,447,1,-80.9635,-18.9437,154.63,153,67,39,17,1,0,3
127733,448,1,-96.2284,-18.7018,152.989,152,116,55,37,0,0,10
128144,449,0,-96.2284,-18.7018,152.989,326,79,59,16,0,0,0
128359,450,0,-96.2284,-18.7018,152.989,153,60,40,16,0,0,0
128573,451,0,-96.2284,-18.7018,152.989,153,60,40,16,0,0,0
128961,452,0,-96.2284,-18.7018,152.989,262,125,80,37,0,0,0
129249,453,0,-96.2284,-18.7018,152.989,227,60,40,16,0,0,0
129463,454,0,-96.2284,-18.7018,152.989,154,60,39,16,0,0,0
129714,455,0,-96.2284,-18.7018,152.989,153,96,55,28,0,0,0
130136,456,0,-96.2284,-18.7018,152.989,337,84,64,16,0,0,0
130349,457,0,-96.2284,-18.7018,152.989,153,59,39,16,0,0,0
130566,458,0,-96.2284,-18.7018,152.989,156,60,39,17,0,0,0
130948,459,0,-96.2284,-18.7018,152.989,250,128,84,36,0,0,0
131529,460,0,-96.2284,-18.7018,152.989,150,60,39,16,0,0,0
131857,461,0,-96.2284,-18.7018,152.989,197,127,82,37,0,0,0
132200,462,0,-96.2284,-18.7018,152.989,282,60,40,16,0,0,0
132416,463,0,-96.2284,-18.7018,152.989,155,60,40,16,0,0,0
132632,464,0,-96.2284,-18.7018,152.989,155,60,39,17,0,0,0
133091,465,0,-96.2284,-18.7018,152.989,326,132,86,38,0,0,0
133309,466,0,-96.2284,-18.7018,152.989,158,60,39,16,0,0,0
133527,467,0,-96.2284,-18.7018,152.989,156,60,39,17,0,0,0
133867,468,1,-86.1019,-19.5896,199.63,193,142,86,37,0,0,8
134211,469,0,-86.1019,-19.5896,199.63,278,60,39,16,0,0,0
134429,470,0,-86.1019,-19.5896,199.63,156,60,39,16,0,0,0
134651,471,1,-55.5013,-14.9914,210.469,154,67,40,16,1,0,4
135115,472,1,-43.6616,-18.2178,212.535,327,131,86,33,1,0,3
135343,473,1,-32.34,-20.5067,213.651,154,66,39,17,1,0,4
135577,474,1,-14.5788,-23.8221,216.945,154,73,40,16,0,0,8
135995,475,0,-14.5788,-23.8221,216.945,271,135,87,37,0,0,0
136280,476,1,-6.65484,-17.4028,217.905,216,68,40,16,0,0,3
136510,477,1,3.80937,-19.618,219.052,155,68,39,17,1,0,3
136832,478,0,3.80937,-19.618,219.052,180,136,93,30,0,0,0
137207,479,1,16.5851,-17.4802,226.265,307,66,39,16,0,0,3
137428,480,0,16.5851,-17.4802,226.265,154,60,40,16,0,0,0
137643,481,0,16.5851,-17.4802,226.265,153,60,40,16,0,0,0
138097,482,0,16.5851,-17.4802,226.265,325,127,83,35,0,0,0
138321,483,1,66.9439,-16.8834,220.145,154,70,40,16,0,0,6
138540,484,0,66.9439,-16.8834,220.145,151,60,40,16,0,0,0
138874,485,0,66.9439,-16.8834,220.145,206,127,84,34,0,0,0
139211,486,0,66.9439,-16.8834,220.145,276,59,39,16,0,0,0
139427,487,0,66.9439,-16.8834,220.145,154,60,40,16,0,0,0
139643,488,0,66.9439,-16.8834,220.145,155,60,40,16,0,0,0
140103,489,0,66.9439,-16.8834,220.145,330,126,86,35,0,0,0
140316,490,0,66.9439,-16.8834,220.145,152,60,40,16,0,0,0
140530,491,0,66.9439,-16.8834,220.145,154,60,40,15,0,0,0
140861,492,0,66.9439,-16.8834,220.145,198,126,81,37,0,0,0
143110,493,0,66.9439,-16.8834,220.145,1687,83,62,17,0,0,0
143325,494,0,66.9439,-16.8834,220.145,154,60,40,16,0,0,0
143541,495,0,66.9439,-16.8834,220.145,154,60,40,16,0,0,0
143872,496,0,66.9439,-16.8834,220.145,202,127,84,33,0,0,0
144219,497,0,66.9439,-16.8834,220.145,287,60,39,16,0,0,0
144437,498,0,66.9439,-16.8834,220.145,156,61,40,16,0,0,0
144652,499,0,66.9439,-16.8834,220.145,153,61,40,16,0,0,0
145112,500,0,66.9439,-16.8834,220.145,337,121,83,33,0,0,0
145329,501,0,66.9439,-16.8834,220.145,156,60,40,16,0,0,0
145547,502,0,66.9439,-16.8834,220.145,157,60,39,17,0,0,0
145889,503,0,66.9439,-16.8834,220.145,216,125,83,35,0,0,0
146228,504,0,66.9439,-16.8834,220.145,263,60,40,16,0,0,0
146455,505,1,111.808,-22.378,230.774,155,71,40,16,0,0,7
146697,506,0,111.808,-22.378,230.774,154,79,40,31,0,0,0
147126,507,0,111.808,-22.378,230.774,334,94,73,17,0,0,0
147340,508,0,111.808,-22.378,230.774,153,60,40,16,0,0,0
147556,509,0,111.808,-22.378,230.774,155,60,40,16,0,0,0
147905,510,0,111.808,-22.378,230.774,220,123,82,31,0,0,0
148235,511,0,111.808,-22.378,230.774,269,60,40,16,0,0,0
148450,512,0,111.808,-22.378,230.774,154,60,40,16,0,0,0
148669,513,0,111.808,-22.378,230.774,154,64,39,16,0,0,0
149124,514,0,111.808,-22.378,230.774,334,120,86,30,0,0,0
149338,515,0,111.808,-22.378,230.774,154,59,39,16,0,0,0
149554,516,0,111.808,-22.378,230.774,154,60,40,16,0,0,0
149898,517,0,111.808,-22.378,230.774,216,127,82,37,0,0,0
150233,518,0,111.808,-22.378,230.774,274,60,39,16,0,0,0
150446,519,0,111.808,-22.378,230.774,152,60,40,16,0,0,0
150663,520,0,111.808,-22.378,230.774,154,62,40,18,0,0,0
151524,521,0,111.808,-22.378,230.774,152,60,40,16,0,0,0
151831,522,0,111.808,-22.378,230.774,178,128,85,35,0,0,0
152200,523,0,111.808,-22.378,230.774,305,60,40,16,0,0,0
152418,524,0,111.808,-22.378,230.774,157,61,40,16,0,0,0
152638,525,0,111.808,-22.378,230.774,158,60,39,17,0,0,0
153088,526,0,111.808,-22.378,230.774,318,132,85,36,0,0,0
153317,527,0,111.808,-22.378,230.774,167,60,40,16,0,0,0
153536,528,0,111.808,-22.378,230.774,158,60,40,16,0,0,0
153859,529,0,111.808,-22.378,230.774,190,128,85,37,0,0,0
154218,530,0,111.808,-22.378,230.774,298,60,40,16,0,0,0
154437,531,0,111.808,-22.378,230.774,158,60,40,16,0,0,0
154652,532,0,111.808,-22.378,230.774,155,60,39,16,0,0,0
155117,533,0,111.808,-22.378,230.774,332,131,85,36,0,0,0
155332,534,0,111.808,-22.378,230.774,154,60,39,16,0,0,0
155549,535,0,111.808,-22.378,230.774,155,60,40,16,0,0,0
155887,536,0,111.808,-22.378,230.774,207,123,80,37,0,0,0
156227,537,0,111.808,-22.378,230.774,279,61,40,16,0,0,0
156442,538,0,111.808,-22.378,230.774,153,60,40,16,0,0,0
157341,539,0,111.808,-22.378,230.774,153,60,40,16,0,0,0
157558,540,0,111.808,-22.378,230.774,156,60,40,16,0,0,0
157895,541,0,111.808,-22.378,230.774,211,125,85,32,0,0,0
158231,542,0,111.808,-22.378,230.774,275,60,40,16,0,0,0
158446,543,0,111.808,-22.378,230.774,154,60,40,16,0,0,0
158661,544,0,111.808,-22.378,230.774,154,60,40,16,0,0,0
159123,545,0,111.808,-22.378,230.774,338,123,85,34,0,0,0
159339,546,0,111.808,-22.378,230.774,155,60,40,16,0,0,0
159561,547,1,88.358,-18.5189,184.254,154,67,39,17,1,0,3
159926,548,1,75.6761,-18.524,159.132,212,144,86,31,1,0,8
160245,549,0,75.6761,-18.524,159.132,255,60,40,15,0,0,0
160463,550,1,44.3446,-17.2415,129.77,149,67,40,16,1,0,3
160719,551,1,38.8089,-16.3936,119.895,151,99,40,26,1,1,15
162279,552,1,31.4292,-20.1923,116.604,839,70,40,16,1,0,6
162495,553,0,31.4292,-20.1923,116.604,150,60,40,15,0,0,0
162771,554,1,32.0391,-19.0658,111.713,148,122,56,35,3,0,18
163174,555,0,32.0391,-19.0658,111.713,322,79,58,17,0,0,0
163384,556,0,32.0391,-19.0658,111.713,149,60,40,16,0,0,0
163600,557,1,41.4331,-15.8714,92.0651,147,68,40,16,1,0,5
164005,558,1,40.7333,-17.1971,87.7086,254,143,84,33,0,0,8
164287,559,1,40.1384,-16.8599,88.1332,209,67,39,16,1,0,3
164511,560,1,40.0621,-16.7723,88.1961,150,67,40,16,0,0,3
164809,561,1,40.1195,-16.7661,88.1779,146,145,78,34,1,0,14
165201,562,1,40.0819,-16.6651,88.2686,316,70,40,16,1,1,6
165422,563,1,40.193,-16.748,88.1435,146,67,40,16,0,1,2
165645,564,1,40.1181,-16.6922,88.2458,149,68,40,16,1,0,4
166096,565,1,40.098,-16.7719,88.228,300,145,85,33,5,2,6
166327,566,1,40.1389,-16.7389,88.1906,158,68,40,16,1,0,3
166549,567,1,40.0916,-16.8431,88.2119,145,69,40,16,1,0,4
166880,568,1,40.0984,-16.8298,88.1933,176,147,85,35,1,0,11
167233,569,1,40.1941,-16.789,88.1543,280,68,40,16,1,0,3
167457,570,1,40.0617,-16.7282,88.2536,145,67,40,16,1,0,3
167682,571,1,40.131,-16.7366,88.2338,146,72,40,16,1,0,8
168137,572,1,40.1397,-16.6859,88.2091,315,133,81,37,0,1,3
168356,573,1,40.1488,-16.7043,88.211,144,68,40,16,1,0,3
168583,574,1,39.871,-16.4906,88.5631,151,69,39,16,0,0,5
168938,575,0,39.871,-16.4906,88.5631,225,121,80,36,0,0,0
169254,576,0,39.871,-16.4906,88.5631,254,61,40,17,0,0,0
169458,577,0,39.871,-16.4906,88.5631,144,59,40,15,0,0,0
169669,578,0,39.871,-16.4906,88.5631,151,60,40,15,0,0,0
