t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
90877,265,0,106.653,-70.1376,281.844,149,96,40,46,0,0,0
91297,266,1,60.8879,-42.4755,298.525,186,230,85,94,0,0,16
91645,267,1,60.777,-42.9173,297.648,238,106,40,47,0,0,4
91907,268,1,55.5209,-35.7953,300.617,148,106,40,47,1,0,4
92355,269,1,56.2135,-48.1712,298.961,217,224,81,100,1,0,8
92670,270,1,46.3679,-46.4377,300.981,206,105,40,47,0,0,4
92931,271,1,25.6573,-29.3257,307.845,149,106,40,47,1,0,5
93426,272,1,25.3569,-37.4664,305.947,261,227,81,103,1,0,11
93696,273,1,35.6262,-43.7688,305.087,161,106,40,46,1,0,4
93961,274,1,31.4021,-33.6856,308.128,151,106,40,46,1,1,5
94471,275,1,33.6051,-30.5718,309.13,286,217,85,100,0,0,7
94739,276,1,29.9949,-23.0519,311.338,149,112,40,47,1,1,10
95013,277,1,-23.5568,-22.7283,313.72,146,121,40,48,0,0,16
95518,278,1,4.2897,-13.5957,318.181,316,184,85,67,1,0,17
95790,279,1,65.7433,-16.0059,308.531,150,114,40,49,1,0,9
96126,280,1,-69.0666,-3.85316,311.298,147,184,41,72,1,0,34
96573,281,1,-83.6144,-6.02705,309.912,333,109,39,48,0,0,8
96824,282,0,-83.6144,-6.02705,309.912,147,96,39,46,0,0,0
97180,283,1,-102.891,-6.37503,314.127,149,206,49,102,1,0,24
97602,284,1,-122.553,-11.0074,307.972,305,110,40,48,1,0,7
97854,285,0,-122.553,-11.0074,307.972,149,97,40,47,0,0,0
98104,286,0,-122.553,-11.0074,307.972,151,98,41,47,0,0,0
98356,287,0,-122.553,-11.0074,307.972,153,98,40,47,0,0,0
98603,288,0,-122.553,-11.0074,307.972,149,97,40,46,0,0,0
98852,289,0,-122.553,-11.0074,307.972,151,97,40,47,0,0,0
99236,290,1,-120.472,-11.3576,349.824,153,230,81,103,0,0,14
99627,291,1,-102.538,-4.59234,350.584,276,109,40,47,0,0,8
99892,292,1,-95.3093,-0.241978,345.83,149,109,40,48,1,0,8
100154,293,1,85.4391,-19.4796,346.739,146,109,40,47,1,0,8
100427,294,1,75.51,-21.9482,344.668,152,114,40,48,1,0,12
100678,295,0,75.51,-21.9482,344.668,148,98,40,47,0,0,0
100941,296,1,47.1877,-36.6645,345.309,150,111,40,48,1,0,9
101449,297,1,55.8813,-48.5736,341.733,267,229,80,104,3,0,8
101722,298,1,42.6644,-52.3373,340.887,158,110,40,48,1,0,8
101983,299,1,41.7355,-57.9895,339.837,148,106,40,48,1,0,4
102235,300,0,41.7355,-57.9895,339.837,149,97,39,47,0,0,0
102483,301,0,41.7355,-57.9895,339.837,150,96,40,46,0,0,0
102742,302,1,68.4663,-56.2301,329.028,152,107,40,47,0,0,4
103004,303,1,63.3125,-53.0309,334.013,148,106,39,48,0,0,4
103515,304,1,72.9151,-45.9961,339.236,331,173,85,70,1,0,4
103768,305,0,72.9151,-45.9961,339.236,149,97,40,46,0,0,0
104016,306,0,72.9151,-45.9961,339.236,149,98,40,47,0,0,0
104261,307,0,72.9151,-45.9961,339.236,147,97,41,46,0,0,0
104510,308,0,72.9151,-45.9961,339.236,151,97,40,47,0,0,0
104756,309,0,72.9151,-45.9961,339.236,148,97,40,47,0,0,0
105002,310,0,72.9151,-45.9961,339.236,148,97,40,47,0,0,0
105499,311,0,72.9151,-45.9961,339.236,320,176,86,79,0,0,0
105746,312,0,72.9151,-45.9961,339.236,149,96,40,46,0,0,0
105995,313,0,72.9151,-45.9961,339.236,150,98,40,47,0,0,0
106250,314,0,72.9151,-45.9961,339.236,151,96,40,46,0,0,0
106497,315,0,72.9151,-45.9961,339.236,149,96,40,46,0,0,0
106743,316,0,72.9151,-45.9961,339.236,149,96,39,47,0,0,0
106990,317,0,72.9151,-45.9961,339.236,150,96,39,47,0,0,0
107489,318,0,72.9151,-45.9961,339.236,311,188,82,95,0,0,0
107737,319,0,72.9151,-45.9961,339.236,149,97,40,47,0,0,0
107983,320,0,72.9151,-45.9961,339.236,148,97,40,47,0,0,0
108229,321,0,72.9151,-45.9961,339.236,148,98,40,47,0,0,0
108478,322,0,72.9151,-45.9961,339.236,149,98,40,48,0,0,0
108723,323,0,72.9151,-45.9961,339.236,146,97,40,47,0,0,0
108968,324,0,72.9151,-45.9961,339.236,148,96,40,46,0,0,0
109451,325,0,72.9151,-45.9961,339.236,276,206,85,98,0,0,0
109706,326,0,72.9151,-45.9961,339.236,156,96,40,45,0,0,0
109953,327,0,72.9151,-45.9961,339.236,149,97,40,46,0,0,0
110201,328,0,72.9151,-45.9961,339.236,150,97,40,46,0,0,0
110447,329,0,72.9151,-45.9961,339.236,148,96,40,46,0,0,0
110690,330,0,72.9151,-45.9961,339.236,147,96,40,45,0,0,0
110935,331,0,72.9151,-45.9961,339.236,147,96,40,46,0,0,0
111369,332,0,72.9151,-45.9961,339.236,231,202,80,99,0,0,0
111672,333,0,72.9151,-45.9961,339.236,202,96,40,45,0,0,0
111918,334,0,72.9151,-45.9961,339.236,148,97,40,46,0,0,0
112164,335,0,72.9151,-45.9961,339.236,149,95,40,45,0,0,0
112408,336,0,72.9151,-45.9961,339.236,147,95,40,45,0,0,0
112654,337,0,72.9151,-45.9961,339.236,149,96,40,46,0,0,0
112899,338,0,72.9151,-45.9961,339.236,149,96,39,46,0,0,0
113287,339,0,72.9151,-45.9961,339.236,188,198,85,90,0,0,0
113639,340,0,72.9151,-45.9961,339.236,252,95,40,45,0,0,0
113882,341,0,72.9151,-45.9961,339.236,147,95,39,46,0,0,0
114128,342,0,72.9151,-45.9961,339.236,149,95,40,45,0,0,0
114375,343,0,72.9151,-45.9961,339.236,150,96,40,46,0,0,0
114617,344,0,72.9151,-45.9961,339.236,145,96,40,46,0,0,0
114858,345,0,72.9151,-45.9961,339.236,144,96,40,46,0,0,0
115185,346,0,72.9151,-45.9961,339.236,141,185,63,98,0,0,0
115589,347,0,72.9151,-45.9961,339.236,307,96,40,45,0,0,0
115830,348,0,72.9151,-45.9961,339.236,144,96,40,45,0,0,0
116071,349,0,72.9151,-45.9961,339.236,144,96,40,46,0,0,0
116311,350,0,72.9151,-45.9961,339.236,144,96,39,46,0,0,0
116549,351,0,72.9151,-45.9961,339.236,141,95,40,45,0,0,0
116793,352,0,72.9151,-45.9961,339.236,142,97,41,45,0,0,0
117042,353,0,72.9151,-45.9961,339.236,139,109,40,46,0,0,0
117514,354,0,72.9151,-45.9961,339.236,301,170,84,76,0,0,0
117756,355,0,72.9151,-45.9961,339.236,145,96,40,46,0,0,0
118003,356,1,63.3335,-17.0984,101.852,141,105,40,46,1,0,5
118258,357,1,52.9212,-17.3034,104.575,142,106,40,46,1,1,5
118511,358,1,40.9311,-17.2293,106.605,141,105,40,45,1,0,6
118767,359,1,31.6539,-17.2543,107.257,143,106,40,45,2,0,5
119022,360,1,21.7791,-14.2899,106.603,143,105,40,46,1,0,4
119521,361,1,12.7652,-17.3194,104.544,315,177,85,74,1,0,3
119772,362,1,3.4229,-17.8338,103.399,138,106,40,46,2,0,6
120023,363,1,-2.92556,-17.5823,103.867,139,105,40,46,2,0,3
120277,364,1,-11.3935,-18.9979,104.101,142,105,40,47,2,0,3
120533,365,1,-21.2591,-18.1342,105.595,144,105,40,47,2,0,3
120787,366,1,-37.5251,-25.0424,103.057,143,105,39,47,1,1,3
121059,367,1,-44.1253,-16.3648,108.283,141,120,41,46,1,1,5
121536,368,1,-58.8436,-18.5607,107.49,311,161,84,59,1,0,4
121790,369,1,-64.9302,-17.9026,109.341,141,105,40,47,1,0,4
122044,370,1,-73.3582,-18.2982,107.637,143,104,40,46,1,0,3
122297,371,1,-81.0382,-18.4525,106.874,143,104,40,46,1,0,3
122547,372,0,-81.0382,-18.4525,106.874,146,96,40,46,0,0,0
122788,373,0,-81.0382,-18.4525,106.874,143,96,41,45,0,0,0
123025,374,0,-81.0382,-18.4525,106.874,140,96,41,45,0,0,0
123512,375,0,-81.0382,-18.4525,106.874,310,176,84,82,0,0,0
123750,376,0,-81.0382,-18.4525,106.874,141,96,40,46,0,0,0
123988,377,0,-81.0382,-18.4525,106.874,141,96,40,46,0,0,0
124228,378,0,-81.0382,-18.4525,106.874,144,95,40,45,0,0,0
124467,379,0,-81.0382,-18.4525,106.874,143,95,40,45,0,0,0
124707,380,0,-81.0382,-18.4525,106.874,144,95,40,45,0,0,0
124947,381,0,-81.0382,-18.4525,106.874,144,95,40,45,0,0,0
125379,382,0,-81.0382,-18.4525,106.874,226,203,84,96,0,0,0
125675,383,0,-81.0382,-18.4525,106.874,200,95,40,45,0,0,0
125918,384,0,-81.0382,-18.4525,106.874,146,96,40,46,0,0,0
