t,frame,detected,x,y,z,t_grab,t_total,t_prepare,t_search,t_approx,t_refine,t_estimate
22389,383,0,-81.0378,-18.4531,106.875,19,6,2,4,0,0,0
22444,384,0,-81.0378,-18.4531,106.875,19,7,2,4,0,0,0
22499,385,0,-81.0378,-18.4531,106.875,18,7,1,5,0,0,0
22554,386,0,-81.0378,-18.4531,106.875,17,8,2,5,0,0,0
22611,387,0,-81.0378,-18.4531,106.875,20,8,3,5,0,0,0
22665,388,0,-81.0378,-18.4531,106.875,18,7,2,4,0,0,0
22722,389,0,-81.0378,-18.4531,106.875,18,8,2,5,0,0,0
22772,390,0,-81.0378,-18.4531,106.875,16,6,1,4,0,0,0
22827,391,0,-81.0378,-18.4531,106.875,20,6,1,4,0,0,0
22878,392,0,-81.0378,-18.4531,106.875,16,6,1,5,0,0,0
22929,393,0,-81.0378,-18.4531,106.875,17,6,2,4,0,0,0
22982,394,0,-81.0378,-18.4531,106.875,18,8,2,5,0,0,0
23036,395,0,-81.0378,-18.4531,106.875,19,6,2,4,0,0,0
23091,396,0,-81.0378,-18.4531,106.875,17,7,1,5,0,0,0
23142,397,0,-81.0378,-18.4531,106.875,17,6,1,4,0,0,0
23190,398,0,-81.0378,-18.4531,106.875,15,6,1,4,0,0,0
23245,399,1,-52.5369,-16.5933,76.5761,18,7,2,4,0,0,0
23306,400,1,-47.4468,-16.449,75.9737,21,8,1,6,1,0,0
23360,401,1,-47.0491,-17.2465,76.0725,18,7,2,4,0,0,0
23411,402,1,-47.2592,-17.9798,75.2047,17,6,1,5,0,0,0
23465,403,1,-43.1097,-17.1616,77.0206,19,6,1,5,0,0,0
23516,404,1,-39.6854,-17.5715,77.4613,16,6,1,4,0,0,0
23572,405,1,-33.9562,-17.5635,78.9668,19,8,2,5,0,0,1
23629,406,1,-23.9853,-16.1047,81.1572,19,9,3,5,0,0,1
23683,407,1,-14.339,-16.87,82.1338,16,9,2,6,1,0,0
23739,408,1,-5.69433,-18.0479,83.9344,19,8,2,4,0,0,0
23793,409,1,3.95231,-17.6199,85.6168,19,7,2,4,0,0,0
23850,410,1,13.0888,-17.4769,85.7494,19,8,1,6,0,0,0
23907,411,1,24.4215,-16.9369,84.8923,20,7,2,4,1,0,0
23956,412,1,30.4062,-16.85,84.9915,15,6,2,4,0,0,0
24011,413,1,36.5589,-15.7017,84.3238,19,7,2,4,0,0,0
24070,414,1,40.0076,-16.8354,83.0776,19,7,2,4,0,0,1
24123,415,1,43.7978,-16.0644,82.3809,17,9,2,6,0,0,0
24177,416,1,50.3708,-17.3431,81.4868,19,6,1,4,0,0,0
24230,417,1,61.4546,-17.4873,80.7102,17,7,2,4,1,0,0
24282,418,0,61.4546,-17.4873,80.7102,17,7,2,4,0,0,0
24335,419,0,61.4546,-17.4873,80.7102,18,7,3,4,0,0,0
24391,420,0,61.4546,-17.4873,80.7102,19,6,2,4,0,0,0
24444,421,0,61.4546,-17.4873,80.7102,18,6,2,4,0,0,0
24501,422,0,61.4546,-17.4873,80.7102,21,8,3,5,0,0,0
24556,423,0,61.4546,-17.4873,80.7102,18,7,2,5,0,0,0
24609,424,0,61.4546,-17.4873,80.7102,18,8,2,6,0,0,0
24666,425,0,61.4546,-17.4873,80.7102,21,8,2,5,0,0,0
24720,426,0,61.4546,-17.4873,80.7102,18,7,2,4,0,0,0
24770,427,0,61.4546,-17.4873,80.7102,16,7,2,5,0,0,0
24823,428,0,61.4546,-17.4873,80.7102,20,6,1,4,0,0,0
24882,429,0,61.4546,-17.4873,80.7102,19,8,2,5,0,0,0
24938,430,0,61.4546,-17.4873,80.7102,18,8,1,7,0,0,0
24989,431,0,61.4546,-17.4873,80.7102,17,6,1,4,0,0,0
25044,432,0,61.4546,-17.4873,80.7102,19,9,2,6,0,0,0
25096,433,1,96.0588,-17.9389,119.54,15,7,2,4,0,0,0
25148,434,1,83.3789,-12.8977,126.517,18,7,2,4,1,0,0
25200,435,1,66.9964,-17.2445,133.07,17,7,1,5,0,0,1
25252,436,1,52.0177,-17.9021,137.363,16,7,2,4,0,0,1
25358,437,1,36.1583,-18.8516,141.339,67,8,2,5,0,0,0
25414,438,1,26.919,-17.5005,144.597,16,8,2,5,0,0,0
25469,439,1,20.5616,-18.7348,146.814,17,9,3,5,0,0,0
25528,440,1,10.1653,-13.2872,150.432,19,9,2,5,0,0,1
25581,441,1,8.4337,-15.9732,151.278,17,7,2,4,0,0,0
25636,442,1,26.8663,-27.1158,146.986,19,7,2,4,0,0,0
25692,443,1,-26.8502,-14.4887,154.049,19,8,2,5,0,0,0
25746,444,0,-26.8502,-14.4887,154.049,19,7,2,5,0,0,0
25802,445,1,-57.3047,-14.2333,153.973,20,6,1,4,0,0,0
25857,446,1,-65.7254,-18.5599,154.864,18,9,3,5,0,0,0
25910,447,1,-80.9635,-18.9438,154.63,16,8,1,6,0,0,0
25964,448,1,-96.2283,-18.7019,152.989,19,6,1,5,0,0,0
26021,449,1,-105.973,-18.4601,154.489,20,7,2,4,0,0,0
26073,450,0,-105.973,-18.4601,154.489,18,6,2,4,0,0,0
26127,451,0,-105.973,-18.4601,154.489,18,7,2,4,0,0,0
26182,452,0,-105.973,-18.4601,154.489,20,6,2,4,0,0,0
26235,453,0,-105.973,-18.4601,154.489,18,6,1,4,0,0,0
26290,454,0,-105.973,-18.4601,154.489,20,6,1,4,0,0,0
26347,455,0,-105.973,-18.4601,154.489,21,8,3,5,0,0,0
26401,456,0,-105.973,-18.4601,154.489,18,7,1,6,0,0,0
26455,457,0,-105.973,-18.4601,154.489,17,6,2,4,0,0,0
26510,458,0,-105.973,-18.4601,154.489,18,6,2,4,0,0,0
26563,459,0,-105.973,-18.4601,154.489,18,8,3,4,0,0,0
26616,460,0,-105.973,-18.4601,154.489,18,7,2,5,0,0,0
26671,461,1,-150.5,-18.5054,174.625,21,6,1,4,0,0,0
26724,462,1,-144.911,-18.0501,177.032,17,7,2,4,0,0,0
26781,463,1,-135.535,-18.9128,181.67,19,7,1,5,0,0,0
26834,464,1,-126.071,-18.8831,186.241,18,7,2,4,0,0,0
26885,465,1,-118.132,-18.8828,188.689,17,6,1,5,0,0,0
26942,466,1,-106.535,-18.3206,192.504,20,8,1,6,0,0,1
26996,467,1,-96.8221,-19.9944,194.907,16,7,2,4,0,0,0
27050,468,1,-86.1016,-19.591,199.63,16,7,2,4,0,0,0
27105,469,1,-76.7335,-19.3635,203.435,20,6,1,5,0,0,0
27171,470,1,-69.8578,-18.7356,205.837,30,7,2,4,0,0,0
27226,471,1,-55.5006,-14.9926,210.469,19,7,2,4,0,0,0
27281,472,1,-43.6614,-18.2172,212.535,16,8,2,5,0,0,1
27335,473,1,-32.3399,-20.5074,213.651,19,7,1,5,0,0,1
27388,474,1,-14.5649,-23.8057,216.947,18,7,2,4,0,0,0
27442,475,1,-13.8132,-22.6314,216.904,16,7,2,4,0,0,0
27497,476,1,-6.65204,-17.4066,217.904,19,6,1,5,0,0,0
27555,477,1,3.8124,-19.622,219.051,21,8,2,5,0,0,0
27612,478,1,25.5825,-1.68161,223.23,19,10,3,6,0,0,1
27668,479,1,16.5863,-17.4804,226.265,19,8,2,5,0,0,0
27722,480,1,46.6327,-20.4182,221.458,17,9,2,6,0,0,0
27781,481,1,40.1982,-17.0382,222.764,21,8,2,5,1,0,0
27838,482,0,40.1982,-17.0382,222.764,19,9,2,6,0,0,0
27892,483,1,66.9448,-16.884,220.145,19,7,2,4,0,0,0
27946,484,1,79.3988,-18.474,217.684,19,7,2,4,0,0,0
27997,485,0,79.3988,-18.474,217.684,17,7,2,4,0,0,0
28048,486,0,79.3988,-18.474,217.684,17,7,2,4,0,0,0
28099,487,1,113.69,-18.1693,209.611,15,8,2,5,0,0,0
28154,488,1,128.618,-24.2653,201.757,19,7,2,4,0,0,0
28206,489,0,128.618,-24.2653,201.757,17,6,1,4,0,0,0
28262,490,1,139.217,-19.1121,200.432,18,8,2,5,0,0,0
28316,491,0,139.217,-19.1121,200.432,18,6,2,4,0,0,0
28370,492,0,139.217,-19.1121,200.432,20,6,1,5,0,0,0
28421,493,0,139.217,-19.1121,200.432,16,7,2,4,0,0,0
28477,494,0,139.217,-19.1121,200.432,19,9,2,7,0,0,0
28534,495,0,139.217,-19.1121,200.432,18,9,3,6,0,0,0
28586,496,0,139.217,-19.1121,200.432,16,7,2,5,0,0,0
28642,497,0,139.217,-19.1121,200.432,18,8,2,6,0,0,0
28697,498,0,139.217,-19.1121,200.432,17,7,2,5,0,0,0
28751,499,0,139.217,-19.1121,200.432,19,7,2,5,0,0,0
28811,500,0,139.217,-19.1121,200.432,19,8,2,5,0,0,0
28865,501,1,159.374,-24.8681,223.744,17,9,3,6,0,0,0
28921,502,0,159.374,-24.8681,223.744,17,7,2,5,0,0,0
28974,503,1,136.515,-20.1293,229.721,17,7,2,4,0,0,1
29026,504,0,136.515,-20.1293,229.721,19,6,1,4,0,0,0
29081,505,1,111.808,-22.3785,230.774,19,8,2,5,0,0,1
29137,506,1,96.9904,-23.5088,235.937,19,8,2,5,1,0,0
29192,507,1,87.3678,-21.7346,237.368,18,8,2,5,0,0,0
29247,508,1,73.9969,-19.4705,238.954,18,7,2,4,0,0,0
29301,509,1,57.4082,-20.7539,243.084,18,8,1,6,0,0,1
29353,510,1,46.4772,-17.1438,247.091,18,6,2,4,0,0,0
29407,511,1,34.0621,-18.0339,250.245,19,6,1,4,0,0,0
29462,512,1,15.0565,-20.3834,250.222,20,7,2,4,0,0,0
29518,513,1,9.50299,-23.7191,247.26,21,6,1,4,0,0,0
29576,514,1,-34.3709,-14.48,245.599,19,10,3,6,0,0,1
29629,515,0,-34.3709,-14.48,245.599,18,7,2,4,0,0,0
29680,516,1,-23.6218,-24.9468,246.486,15,7,2,4,0,0,0
29740,517,1,-33.8722,-21.9146,249.468,21,8,2,5,0,0,0
29797,518,1,-51.2723,-23.4614,248.818,22,6,1,4,0,0,0
29851,519,1,-68.242,-18.4561,251.286,19,6,1,4,0,0,0
29903,520,1,-79.7637,-19.6917,253.451,17,6,1,5,0,0,0
29964,521,1,-98.6276,-22.7621,251.37,22,9,2,6,0,0,0
30019,522,0,-98.6276,-22.7621,251.37,19,7,2,4,0,0,0
30072,523,0,-98.6276,-22.7621,251.37,18,7,2,4,0,0,0
30122,524,1,-109.752,-3.99985,288.607,17,6,1,4,0,0,0
30182,525,1,-86.4955,-5.52307,309.955,23,8,2,4,0,0,0
30236,526,1,-81.4069,-2.1721,322.815,19,7,2,4,0,0,0
30293,527,1,-69.0539,-3.80969,332.776,19,8,2,5,0,0,0
30353,528,0,-69.0539,-3.80969,332.776,21,6,1,5,0,0,0
30412,529,1,33.1671,-38.236,336.792,19,9,1,7,0,0,0
30471,530,1,63.9321,-38.4412,332.296,19,9,2,6,0,0,1
30530,531,1,56.8547,-41.4007,327.482,20,8,1,5,0,0,0
30583,532,1,60.5716,-55.5335,322.212,17,8,2,5,0,0,1
30639,533,1,56.5616,-64.6231,322.377,21,7,1,5,0,0,0
30693,534,0,56.5616,-64.6231,322.377,19,7,2,4,0,0,0
30752,535,1,92.0411,-36.2054,323.988,19,7,1,5,0,0,1
30805,536,0,92.0411,-36.2054,323.988,18,7,2,5,0,0,0
30860,537,1,107.633,-36.0874,321.522,19,6,1,5,0,0,0
30916,538,1,114.746,-37.9675,314.593,20,8,2,5,0,0,0
30975,539,0,114.746,-37.9675,314.593,21,8,2,6,0,0,0
31031,540,0,114.746,-37.9675,314.593,19,7,2,5,0,0,0
31083,541,1,125.382,-36.7489,300.15,17,7,2,4,0,0,0
31138,542,1,134.849,-31.2919,295.254,19,7,2,4,0,0,0
31195,543,0,134.849,-31.2919,295.254,18,8,2,6,0,0,0
31250,544,1,123.897,-27.9291,271.873,17,8,2,5,1,0,0
31303,545,1,105.61,-24.8043,241.667,20,6,1,4,0,0,0
31357,546,1,86.5386,-23.9096,215.261,18,7,1,5,0,0,0
31410,547,1,88.3576,-18.5192,184.255,18,7,2,4,0,0,1
31462,548,1,75.6758,-18.5254,159.132,18,7,2,5,0,0,0
31516,549,1,59.1602,-18.2361,138.939,17,7,2,4,0,0,0
31571,550,1,44.3426,-17.2417,129.771,17,8,2,6,0,0,0
31626,551,1,38.8093,-16.3929,119.895,18,7,2,4,0,0,0
31680,552,1,31.429,-20.1923,116.604,19,7,1,5,0,0,1
31738,553,1,29.9609,-18.128,117.409,21,8,2,5,0,0,0
31794,554,1,32.0389,-19.066,111.713,19,8,2,5,0,0,1
31847,555,0,32.0389,-19.066,111.713,19,6,2,4,0,0,0
31898,556,0,32.0389,-19.066,111.713,16,7,2,4,0,0,0
31949,557,1,41.4332,-15.8713,92.065,18,6,1,5,0,0,0
32007,558,1,40.7331,-17.1973,87.7086,19,8,2,5,0,0,1
32061,559,1,40.1384,-16.8599,88.1333,17,8,2,5,0,0,0
32116,560,1,40.0621,-16.7723,88.1961,20,7,1,5,0,0,1
32171,561,1,40.1196,-16.766,88.1779,19,8,2,4,0,0,0
32229,562,1,40.0822,-16.6653,88.2682,19,9,2,6,0,0,0
32284,563,1,40.1929,-16.7484,88.1432,20,7,2,4,0,0,0
32338,564,1,40.118,-16.6921,88.2458,17,9,3,5,0,0,0
32394,565,1,40.0975,-16.7721,88.2283,19,9,3,5,0,0,0
32448,566,1,40.1389,-16.7389,88.1906,18,6,1,5,0,0,0
32505,567,1,40.0916,-16.8432,88.2119,18,8,3,4,0,0,0
32558,568,1,40.0985,-16.8297,88.1933,16,8,2,5,0,0,0
32615,569,1,40.1941,-16.7891,88.1542,17,9,2,6,0,0,0
32674,570,1,40.0617,-16.7283,88.2536,18,9,3,5,0,0,0
32730,571,1,40.131,-16.7366,88.2338,17,8,2,5,0,0,1
32784,572,1,40.1398,-16.6858,88.2091,17,9,2,6,0,0,0
32840,573,1,40.1483,-16.7053,88.2109,20,7,1,5,0,0,0
32894,574,1,39.8709,-16.4914,88.5628,16,7,2,4,0,0,0
32944,575,0,39.8709,-16.4914,88.5628,16,6,1,4,0,0,0
33000,576,0,39.8709,-16.4914,88.5628,18,7,1,5,0,0,0
33056,577,0,39.8709,-16.4914,88.5628,18,6,2,4,0,0,0
33108,578,0,39.8709,-16.4914,88.5628,16,6,2,4,0,0,0
