frame,detected,x,y,z,t_grab,t_total,t_prepare,t_search,t_approx,t_refine,t_estimate
419,1,75.167,75.167,75.167,148,83,43,30,1,2,5
420,1,80.6816,80.6816,80.6816,148,84,43,30,0,3,5
421,1,92.4603,92.4603,92.4603,151,86,44,32,1,2,5
422,0,92.4603,92.4603,92.4603,152,72,44,26,0,0,0
423,0,92.4603,92.4603,92.4603,155,72,43,26,0,0,0
424,0,92.4603,92.4603,92.4603,2707,73,45,26,0,0,0
425,0,92.4603,92.4603,92.4603,833,74,44,27,0,0,0
426,0,92.4603,92.4603,92.4603,1894,73,43,27,0,0,0
427,0,92.4603,92.4603,92.4603,1993,71,43,26,0,0,0
428,0,92.4603,92.4603,92.4603,688,70,43,25,0,0,0
429,0,92.4603,92.4603,92.4603,153,75,44,28,0,0,0
430,0,92.4603,92.4603,92.4603,152,71,43,25,0,0,0
431,1,115.967,115.967,115.967,152,80,43,26,1,4,4
432,1,103.587,103.587,103.587,151,85,43,31,1,2,6
433,0,103.587,103.587,103.587,154,71,43,26,0,0,0
434,0,103.587,103.587,103.587,152,70,43,25,0,0,0
435,1,66.9964,66.9964,66.9964,150,78,43,26,1,2,4
436,1,52.0185,52.0185,52.0185,152,78,43,27,0,2,4
437,1,36.1587,36.1587,36.1587,149,78,43,27,0,2,3
438,1,26.9188,26.9188,26.9188,149,78,44,26,1,2,3
439,1,20.5615,20.5615,20.5615,151,79,43,27,1,2,4
440,1,10.1653,10.1653,10.1653,153,84,43,28,1,2,8
441,1,8.43396,8.43396,8.43396,151,83,43,27,0,3,8
442,1,26.8662,26.8662,26.8662,151,93,43,33,1,2,12
443,1,-26.8501,-26.8501,-26.8501,153,81,43,29,1,2,4
444,0,-26.8501,-26.8501,-26.8501,153,70,43,25,0,0,0
445,1,-57.3048,-57.3048,-57.3048,151,80,43,28,1,2,3
446,1,-65.7254,-65.7254,-65.7254,152,81,43,30,0,3,3
447,1,-80.9634,-80.9634,-80.9634,151,84,44,31,1,2,4
448,1,-96.228,-96.228,-96.228,152,82,44,29,1,2,4
449,1,-105.974,-105.974,-105.974,150,82,43,31,1,2,3
450,1,-125.468,-125.468,-125.468,152,78,43,27,0,2,4
451,1,-140.695,-140.695,-140.695,152,82,43,29,0,2,4
452,0,-140.695,-140.695,-140.695,152,90,44,44,0,0,0
453,1,-160.495,-160.495,-160.495,151,83,43,30,0,3,5
454,0,-160.495,-160.495,-160.495,151,73,43,28,0,0,0
455,0,-160.495,-160.495,-160.495,153,72,43,27,0,0,0
456,0,-160.495,-160.495,-160.495,155,71,43,26,0,0,0
457,0,-160.495,-160.495,-160.495,153,71,43,26,0,0,0
458,1,-159.319,-159.319,-159.319,155,81,43,28,0,2,6
459,1,-155.6,-155.6,-155.6,151,78,43,27,1,1,4
460,1,-152.497,-152.497,-152.497,151,87,43,33,1,2,6
461,1,-150.5,-150.5,-150.5,153,85,43,34,0,3,3
462,1,-144.911,-144.911,-144.911,153,83,43,32,1,2,3
463,1,-135.535,-135.535,-135.535,152,83,43,32,0,2,4
464,1,-126.071,-126.071,-126.071,154,86,43,32,1,2,6
465,1,-118.131,-118.131,-118.131,155,96,43,41,0,3,6
466,1,-106.532,-106.532,-106.532,151,81,44,28,1,2,4
467,1,-96.8218,-96.8218,-96.8218,154,90,43,39,0,3,3
468,1,-86.1013,-86.1013,-86.1013,153,83,43,32,1,2,3
469,1,-76.7339,-76.7339,-76.7339,152,84,42,34,1,2,3
470,1,57.703,57.703,57.703,154,86,43,27,0,3,11
471,1,-55.5007,-55.5007,-55.5007,155,82,43,31,0,3,3
472,1,-43.6614,-43.6614,-43.6614,153,82,43,31,1,2,3
473,1,-32.3391,-32.3391,-32.3391,153,81,44,29,0,2,4
474,1,-14.5778,-14.5778,-14.5778,153,89,43,33,0,2,9
475,1,-13.8192,-13.8192,-13.8192,154,78,43,27,0,2,4
476,1,-6.65587,-6.65587,-6.65587,154,78,43,26,1,2,4
477,1,3.80973,3.80973,3.80973,156,82,43,29,1,3,4
478,1,25.5808,25.5808,25.5808,154,89,43,27,0,3,14
479,1,16.585,16.585,16.585,150,76,43,26,0,2,3
480,0,16.585,16.585,16.585,151,79,44,33,0,0,0
481,1,40.198,40.198,40.198,153,78,44,26,0,2,4
482,1,67.8303,67.8303,67.8303,151,79,43,25,1,4,4
483,1,66.9438,66.9438,66.9438,152,79,43,26,0,3,5
484,1,79.3991,79.3991,79.3991,150,78,43,27,0,3,3
485,1,94.1783,94.1783,94.1783,152,83,44,27,1,4,5
486,0,94.1783,94.1783,94.1783,149,71,43,26,0,0,0
487,1,113.69,113.69,113.69,152,88,44,33,1,2,6
488,0,113.69,113.69,113.69,154,81,43,36,0,0,0
489,0,113.69,113.69,113.69,152,70,43,25,0,0,0
490,1,139.213,139.213,139.213,151,81,44,26,0,3,6
491,0,139.213,139.213,139.213,155,70,43,25,0,0,0
492,0,139.213,139.213,139.213,155,70,43,25,0,0,0
493,1,175.916,175.916,175.916,152,81,43,26,1,3,6
494,0,175.916,175.916,175.916,153,79,43,34,0,0,0
495,0,175.916,175.916,175.916,153,70,43,25,0,0,0
496,0,175.916,175.916,175.916,153,70,43,25,0,0,0
497,0,175.916,175.916,175.916,152,70,43,25,0,0,0
498,0,175.916,175.916,175.916,156,74,43,29,0,0,0
499,0,175.916,175.916,175.916,153,73,43,28,0,0,0
500,0,175.916,175.916,175.916,152,71,44,25,0,0,0
501,1,159.372,159.372,159.372,154,82,43,29,1,3,4
502,1,148.369,148.369,148.369,154,80,43,27,0,3,5
503,1,136.515,136.515,136.515,154,80,43,27,0,3,5
504,1,131.336,131.336,131.336,154,78,43,26,0,3,4
505,1,111.809,111.809,111.809,154,80,43,27,0,2,6
506,1,96.9924,96.9924,96.9924,152,86,43,33,0,3,5
507,1,87.3635,87.3635,87.3635,153,88,44,30,1,3,7
508,1,74.0012,74.0012,74.0012,152,77,43,25,1,3,3
509,1,57.4101,57.4101,57.4101,153,83,44,28,1,3,5
510,1,46.4804,46.4804,46.4804,152,81,43,29,1,2,4
511,1,34.0654,34.0654,34.0654,154,78,43,26,1,2,4
512,1,15.0557,15.0557,15.0557,152,82,44,25,1,3,7
513,1,9.50294,9.50294,9.50294,152,96,43,43,0,2,3
514,1,-34.3702,-34.3702,-34.3702,153,86,43,27,1,3,10
515,1,-35.809,-35.809,-35.809,153,87,43,29,1,2,10
516,1,-23.6239,-23.6239,-23.6239,153,84,43,29,1,2,7
517,1,-33.8712,-33.8712,-33.8712,155,79,43,28,0,3,3
518,1,-51.278,-51.278,-51.278,155,77,42,27,0,3,3
519,1,-68.2446,-68.2446,-68.2446,151,78,43,26,1,3,3
520,0,-68.2446,-68.2446,-68.2446,152,73,43,28,0,0,0
521,1,-98.627,-98.627,-98.627,150,81,44,30,0,3,2
522,0,-98.627,-98.627,-98.627,154,78,43,33,0,0,0
523,0,-98.627,-98.627,-98.627,154,72,43,27,0,0,0
524,0,-98.627,-98.627,-98.627,156,70,43,25,0,0,0
525,0,-98.627,-98.627,-98.627,156,88,43,37,0,0,0
526,0,-98.627,-98.627,-98.627,157,74,43,28,0,0,0
527,1,-69.0528,-69.0528,-69.0528,155,88,43,28,0,3,12
528,0,-69.0528,-69.0528,-69.0528,155,77,43,33,0,0,0
529,0,-69.0528,-69.0528,-69.0528,154,72,43,27,0,0,0
530,0,-69.0528,-69.0528,-69.0528,156,76,43,31,0,0,0
531,0,-69.0528,-69.0528,-69.0528,155,85,43,40,0,0,0
532,1,60.5553,60.5553,60.5553,153,84,43,27,1,4,7
533,1,56.5625,56.5625,56.5625,153,80,43,27,0,3,4
534,0,56.5625,56.5625,56.5625,153,81,43,33,0,0,0
535,0,56.5625,56.5625,56.5625,154,69,43,25,0,0,0
536,1,96.0569,96.0569,96.0569,155,79,43,27,1,2,4
537,0,96.0569,96.0569,96.0569,154,71,43,26,0,0,0
538,1,114.745,114.745,114.745,153,80,43,26,1,3,5
539,0,114.745,114.745,114.745,153,70,43,25,0,0,0
540,0,114.745,114.745,114.745,153,70,43,25,0,0,0
541,1,125.383,125.383,125.383,152,79,43,27,0,3,4
542,0,125.383,125.383,125.383,149,71,43,26,0,0,0
543,0,125.383,125.383,125.383,153,70,44,24,0,0,0
544,0,125.383,125.383,125.383,150,71,43,26,0,0,0
545,1,105.621,105.621,105.621,153,85,43,32,0,3,5
546,1,86.5377,86.5377,86.5377,152,83,43,26,1,4,7
547,1,88.3575,88.3575,88.3575,245,154,90,56,0,3,3
548,1,75.6763,75.6763,75.6763,151,78,43,27,1,3,3
549,1,59.1605,59.1605,59.1605,152,80,43,28,1,2,4
550,1,44.3447,44.3447,44.3447,149,81,43,30,1,2,3
551,1,38.809,38.809,38.809,151,82,43,26,1,3,7
552,1,31.4287,31.4287,31.4287,147,82,45,26,1,2,6
553,1,29.9612,29.9612,29.9612,149,78,44,26,1,2,3
554,1,32.0388,32.0388,32.0388,147,83,43,28,0,3,7
555,0,32.0388,32.0388,32.0388,149,71,43,26,0,0,0
556,0,32.0388,32.0388,32.0388,148,70,44,24,0,0,0
557,1,41.4331,41.4331,41.4331,2819,79,43,27,1,2,4
558,1,40.7333,40.7333,40.7333,706,79,43,27,1,3,3
559,1,40.1383,40.1383,40.1383,149,79,43,28,1,2,3
560,1,40.0621,40.0621,40.0621,149,78,43,27,1,2,3
561,1,40.1195,40.1195,40.1195,146,84,43,30,1,3,5
562,1,40.0819,40.0819,40.0819,148,84,44,30,1,2,5
563,1,40.193,40.193,40.193,146,79,43,28,1,2,3
564,1,40.1181,40.1181,40.1181,147,80,44,27,1,2,4
565,1,40.0979,40.0979,40.0979,145,79,43,28,1,2,3
566,1,40.1389,40.1389,40.1389,144,78,43,27,1,2,3
567,1,40.0917,40.0917,40.0917,144,81,44,27,1,3,4
568,1,40.0985,40.0985,40.0985,144,80,44,27,1,2,4
569,1,40.1941,40.1941,40.1941,144,79,43,27,1,3,3
570,1,40.0618,40.0618,40.0618,144,80,44,28,0,3,3
571,1,40.1309,40.1309,40.1309,146,80,43,27,1,2,4
572,1,40.1398,40.1398,40.1398,145,80,43,28,1,2,4
573,1,40.1488,40.1488,40.1488,143,80,44,28,1,3,3
574,1,39.8711,39.8711,39.8711,150,89,43,34,1,3,5
575,0,39.8711,39.8711,39.8711,143,70,44,24,0,0,0
576,0,39.8711,39.8711,39.8711,143,71,44,24,0,0,0
577,0,39.8711,39.8711,39.8711,142,70,44,24,0,0,0
578,0,39.8711,39.8711,39.8711,149,69,43,24,0,0,0
