249.894,144.866,219.147,303.579,414.545,332.671,420.076,179.572
249.685,144.668,219.017,303.598,414.598,332.755,420.119,179.323
249.756,144.815,218.962,303.604,414.6,332.757,419.894,179.338
249.742,145.003,219.079,303.745,414.471,332.841,420.117,179.364
249.901,144.733,219.177,303.696,414.467,332.977,420.213,179.427
249.767,144.561,219.146,303.814,414.528,332.883,419.971,179.414
249.725,144.932,219.101,303.626,414.585,332.808,420.101,179.38
249.867,144.887,219.182,303.628,414.444,333.007,419.976,179.275
249.689,144.767,219.103,303.682,414.517,332.837,420.199,179.413
249.768,144.716,219.12,303.543,414.494,332.927,420.123,179.462
249.693,144.646,219.299,304.008,414.552,332.762,420.066,179.497
249.631,144.594,219.036,303.608,414.512,332.858,419.899,179.348
249.812,144.54,219.208,303.581,414.552,332.821,420.308,179.48
249.678,145.071,219.125,303.614,414.497,332.88,419.964,179.364
249.623,144.78,219.113,303.853,414.523,332.856,420.037,179.373
249.852,144.641,219.058,303.612,414.502,332.805,420.19,179.516
249.821,144.772,219.168,303.875,414.49,332.858,420.268,179.387
249.672,144.704,219.172,303.657,414.55,332.782,420.189,179.445
249.705,144.707,219.059,303.624,414.543,332.776,420.189,179.406
249.915,144.874,219.091,303.626,414.515,332.876,420.019,179.388
249.668,144.923,219.11,303.689,414.575,332.766,420.273,179.504
249.714,144.69,219.113,303.692,414.523,332.801,419.885,179.393
249.793,144.812,219.12,303.574,414.553,332.783,419.968,179.432
249.883,144.755,219.248,303.637,414.519,332.767,419.975,179.336
249.767,144.915,219.145,303.762,414.559,332.816,420.125,179.388
250.035,144.66,219.15,303.559,414.467,332.81,419.911,179.25
249.744,144.819,219.169,303.853,414.58,332.893,419.781,179.051
249.709,144.799,219.089,303.746,414.501,332.897,419.94,179.379
249.701,144.718,219.146,303.638,414.548,332.845,420.082,179.368
249.688,144.578,219.015,303.592,414.486,332.834,420.03,179.402
249.923,144.819,218.968,303.613,414.506,332.865,420.004,179.351
249.811,144.752,219.166,303.699,414.477,332.958,420.083,179.448
249.906,144.685,219.252,303.877,414.604,332.741,419.96,179.38
249.82,144.786,218.936,303.626,414.527,332.731,420.042,179.452
249.78,144.675,219.085,303.858,414.474,332.847,419.824,179.264
249.736,144.786,218.965,303.545,414.54,332.712,419.874,179.297
249.842,144.802,219.003,303.581,414.494,332.865,419.939,179.363
249.8,144.774,218.99,303.66,414.515,332.904,419.993,179.449
249.801,144.804,218.808,303.612,414.485,332.81,420.01,179.403
249.774,144.956,219.037,303.618,414.597,332.919,419.912,179.387
249.691,144.727,219.092,303.541,414.547,332.867,420.163,179.492
249.867,144.679,219.189,303.764,414.523,332.81,420.08,179.422
249.767,144.811,219.135,303.619,414.536,332.795,420.096,179.426
249.777,144.8,219.201,303.723,414.487,332.877,420.039,179.363
249.703,144.743,219.035,303.687,414.47,332.835,419.894,179.428
249.78,144.725,219.101,303.714,414.566,332.841,420.008,179.409
249.793,144.693,218.967,303.591,414.517,332.921,419.992,179.396
249.636,144.777,219.127,303.546,414.501,332.859,419.813,179.234
249.698,144.623,219.063,303.545,414.528,332.935,419.946,179.398
249.767,144.846,219.254,303.624,414.559,332.757,420.036,179.357
249.767,144.743,219.26,303.786,414.509,332.827,420.159,179.458
249.769,144.831,219.162,303.825,414.483,332.986,419.953,179.349
250.064,144.59,219.072,303.561,414.504,332.827,419.802,179.376
249.837,144.876,219.207,303.729,414.515,332.831,419.981,179.341
249.64,144.895,219.139,303.686,414.485,332.827,419.993,179.385
249.683,144.831,219.122,303.601,414.551,332.848,420.122,179.428
249.727,144.816,219.199,303.686,414.573,332.801,419.867,179.451
249.84,144.74,219.122,303.674,414.482,332.821,419.962,179.27
249.649,144.605,219.163,303.591,414.582,332.795,420.04,179.415
249.907,144.759,219.088,303.464,414.569,332.76,420.046,179.478
249.834,144.827,219.106,303.641,414.529,332.798,419.926,179.415
249.891,144.698,219.057,303.57,414.504,332.79,419.974,179.411
249.739,144.938,219.074,303.588,414.569,332.832,420.065,179.427
249.707,144.68,219.187,303.69,414.537,332.756,419.883,179.417
249.648,144.663,219.189,303.59,414.543,332.804,419.989,179.368
249.767,144.717,219.15,303.625,414.553,332.796,420.093,179.509
249.744,144.769,219.014,303.728,414.493,332.852,420.134,179.43
249.769,144.642,218.945,303.731,414.525,332.789,420.219,179.503
249.679,144.766,219.162,303.614,414.51,332.793,420.109,179.368
249.738,144.884,219.072,303.661,414.548,332.833,420.175,179.42
249.91,144.746,218.865,303.638,414.521,332.882,419.88,179.256
249.912,144.843,219.11,303.684,414.53,332.826,419.76,179.293
249.684,144.722,219.132,303.775,414.555,332.749,420.16,179.392
249.646,144.777,219.14,303.61,414.528,332.84,419.773,179.285
249.743,144.709,219.262,303.733,414.442,332.982,419.921,179.314
249.76,144.885,219.142,303.779,414.518,332.749,419.895,179.324
249.767,144.742,219.009,303.524,414.604,332.764,419.807,179.325
249.763,144.6,219.049,303.656,414.527,332.891,420.114,179.463
249.709,144.765,219.081,303.546,414.574,332.8,420.062,179.375
249.869,144.513,219.127,303.695,414.607,332.818,420.075,179.31
249.664,144.713,219.066,303.714,414.465,332.921,420.062,179.406
249.617,144.726,219.044,303.543,414.537,332.854,420.055,179.474
249.689,144.75,219.028,303.573,414.524,332.766,420.168,179.464
249.817,144.771,219.148,303.855,414.485,332.826,419.946,179.504
249.722,144.688,219.224,303.637,414.547,332.786,420.14,179.344
249.697,144.706,219.195,303.616,414.506,332.995,420.141,179.388
249.615,144.552,219.161,303.853,414.537,332.802,419.913,179.352
249.681,144.633,219.13,303.689,414.499,332.853,420.078,179.352
249.634,144.742,219.145,303.674,414.544,332.785,419.888,179.389
249.769,144.785,219.052,303.686,414.535,332.915,419.95,179.305
249.735,144.631,219.113,303.63,414.504,332.822,420.07,179.449
249.728,144.703,219.083,303.597,414.494,332.962,420.162,179.446
249.998,144.58,219.119,303.751,414.588,332.82,420.082,179.376
249.767,144.712,219.093,303.684,414.536,332.847,420.138,179.434
249.71,144.724,219.202,303.507,414.481,332.793,419.946,179.35
249.827,144.647,219.005,303.504,414.533,332.966,419.982,179.263
249.822,144.739,219.189,303.575,414.562,332.877,420.121,179.416
249.681,144.694,219.19,303.704,414.553,332.754,419.852,179.32
249.748,144.635,219.118,303.793,414.53,332.743,419.923,179.441
249.773,144.841,219.113,303.641,414.531,332.79,420.109,179.504
249.733,144.638,219.076,303.617,414.544,332.745,419.807,179.378
249.799,144.646,219.066,303.628,414.525,332.822,419.877,179.412
249.702,144.692,219.222,303.701,414.68,332.808,419.937,179.37
249.765,144.628,219.186,303.605,414.587,332.745,420.144,179.393
249.686,145.007,219.169,303.755,414.517,332.761,419.923,179.263
249.97,144.625,219.201,303.795,414.375,332.937,420.079,179.531
249.798,144.782,219.23,303.729,414.551,332.841,419.888,179.39
249.693,144.609,219.205,303.699,414.523,332.899,420.1,179.409
249.69,144.633,219.095,303.545,414.601,332.705,420.017,179.453
249.873,144.81,219.136,303.732,414.505,332.892,420.057,179.419
249.668,144.989,219.177,303.62,414.542,332.807,419.969,179.315
249.831,144.662,218.974,303.59,414.539,332.882,420.176,179.449
249.709,144.689,219.078,303.642,414.553,332.791,420.045,179.435
249.722,144.649,219.122,303.682,414.499,332.783,420.098,179.576
249.75,144.807,219.036,303.562,414.542,332.846,419.934,179.452
249.87,144.809,219.031,303.627,414.558,332.869,420.036,179.465
249.761,144.779,218.857,303.636,414.562,332.791,420.152,179.41
249.792,144.762,219.092,303.622,414.543,332.778,420.078,179.442
249.58,144.694,219.014,303.572,414.482,332.872,419.887,179.234
249.813,144.842,219.026,303.596,414.481,332.852,420.026,179.386
249.71,144.797,219.059,303.717,414.527,332.805,419.863,179.123
249.738,144.836,219.218,303.671,414.506,332.894,420.036,179.289
249.651,144.749,219.03,303.515,414.552,332.78,419.777,179.292
249.764,144.823,219.118,303.612,414.552,332.813,420.235,179.516
249.642,144.717,219.134,303.55,414.565,332.846,420.15,179.463
249.739,144.662,219.223,303.809,414.538,332.753,420.005,179.364
249.681,144.939,219.034,303.654,414.546,332.752,420.127,179.427
249.882,144.832,219.132,303.644,414.45,332.908,420.054,179.447
249.805,144.817,219.133,303.639,414.586,332.817,420.205,179.557
249.703,144.829,219.051,303.821,414.539,332.81,420.033,179.246
249.637,144.809,219.211,303.661,414.529,332.837,420.159,179.546
249.811,144.753,219.003,303.526,414.524,332.853,419.982,179.453
249.805,144.82,219.216,303.529,414.581,332.959,420.01,179.245
249.562,144.574,219.25,303.744,414.536,332.808,419.957,179.333
249.725,144.85,219.077,303.894,414.492,332.756,420.161,179.358
