249.684,144.766,219.165,303.668,414.549,332.738,420.064,179.475
249.728,144.689,218.936,303.641,414.516,332.872,420.108,179.507
249.666,144.712,219.083,303.49,414.518,332.934,419.911,179.189
249.752,144.889,219.032,303.574,414.518,332.767,419.854,179.117
249.862,144.869,219.185,303.673,414.656,332.725,419.844,179.312
249.52,144.994,219.094,303.565,414.49,332.87,420.105,179.492
249.838,144.837,219.194,303.69,414.485,332.971,419.985,179.311
249.766,144.774,219.193,303.792,414.576,332.795,420.065,179.404
249.796,144.642,219.037,303.82,414.515,332.758,419.603,179.266
249.784,144.779,219.229,303.617,414.527,332.843,419.819,179.323
249.881,144.661,218.938,303.652,414.604,332.858,420.034,179.379
249.97,144.795,219.051,303.742,414.504,332.876,420.096,179.436
249.649,144.762,219.169,303.647,414.574,332.772,419.814,179.102
249.866,144.711,219.125,303.695,414.514,332.835,419.866,179.426
249.824,144.644,219.2,303.663,414.583,332.816,419.992,179.494
249.934,144.637,219.186,303.653,414.566,332.829,420.125,179.411
249.743,144.616,219.115,303.711,414.525,332.778,420.038,179.314
249.799,144.735,219.059,303.564,414.461,332.901,420.081,179.369
249.772,144.714,219.21,303.75,414.528,332.821,419.966,179.468
249.836,144.777,219.079,303.596,414.653,332.779,419.838,179.328
249.828,144.644,219.16,303.878,414.525,332.824,420.1,179.406
249.85,144.602,219.017,303.592,414.567,332.951,419.966,179.312
249.635,144.807,219.142,303.6,414.568,332.827,420.101,179.411
249.773,144.749,219.177,303.628,414.607,332.788,420.082,179.421
249.796,144.866,219.199,303.661,414.492,332.92,420.032,179.441
249.819,144.934,219.095,303.836,414.533,332.814,419.934,179.225
249.75,144.752,219.205,303.651,414.501,332.812,419.949,179.386
249.784,144.57,219.189,303.71,414.475,332.867,420.145,179.443
249.846,144.786,219.213,303.65,414.545,332.765,420.045,179.286
249.715,144.654,219.085,303.476,414.557,332.725,420.179,179.427
249.68,144.641,219.08,303.594,414.5,332.757,419.92,179.388
249.641,144.79,219.163,303.579,414.563,332.786,419.893,179.26
249.744,144.907,219.152,303.612,414.57,332.769,420.061,179.425
249.681,144.657,219.164,303.707,414.521,332.813,420.011,179.42
249.634,144.687,219.073,303.648,414.561,332.776,419.954,179.462
249.782,144.711,219.159,303.778,414.552,332.795,420.085,179.342
249.856,144.654,219.099,303.754,414.606,332.814,420.058,179.335
249.904,144.956,219.236,303.68,414.52,332.807,419.976,179.438
249.653,144.709,219.142,303.645,414.474,333.05,420.228,179.399
249.752,145.091,219.188,303.812,414.543,332.82,420.173,179.387
249.683,144.803,219.142,303.769,414.462,332.911,420.189,179.457
249.754,144.796,219.146,303.728,414.535,332.812,420.041,179.428
249.879,144.639,219.186,303.514,414.524,332.788,420.03,179.381
249.755,144.672,219.258,303.616,414.504,332.892,420.054,179.375
249.804,144.941,219.233,303.694,414.523,332.947,420.07,179.44
249.779,144.603,219.127,303.53,414.573,332.789,420.181,179.436
249.705,144.795,218.953,303.675,414.52,332.877,420.183,179.367
249.669,144.705,219.031,303.682,414.559,332.855,420.171,179.378
249.771,144.664,219.137,303.736,414.559,332.82,420.07,179.332
249.775,144.928,219.177,303.761,414.542,332.842,420.095,179.443
249.605,144.956,219.01,303.623,414.556,332.811,420.007,179.481
249.792,144.68,219.169,303.847,414.503,332.855,420.21,179.393
249.755,144.795,219.132,303.665,414.461,332.772,420.188,179.427
249.65,144.912,219.001,303.591,414.455,333.013,420.078,179.416
249.709,144.765,219.139,303.567,414.541,332.815,419.999,179.392
249.818,144.649,219.115,303.629,414.548,332.861,420.01,179.304
249.826,144.767,219.232,303.717,414.452,332.834,420.097,179.453
249.717,144.846,219.042,303.688,414.513,332.779,420.182,179.485
249.758,144.706,219.217,303.524,414.536,332.789,419.967,179.463
249.943,144.908,219.218,303.682,414.51,332.973,419.913,179.357
249.713,144.802,219.124,303.65,414.525,332.792,420.126,179.323
249.795,144.706,219.12,303.59,414.495,332.782,419.837,179.303
249.733,144.581,219.225,303.691,414.628,332.781,420.111,179.319
249.746,144.846,219.129,303.54,414.563,332.854,420.147,179.359
249.642,144.734,219.172,303.787,414.564,332.787,419.997,179.483
