t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
171904,413,1,36.5589,-15.7016,84.3238,144,186,65,90,3,0,6
172496,414,1,40.0076,-16.8353,83.0776,290,288,141,117,3,0,6
172832,415,1,43.7977,-16.0643,82.381,144,185,64,90,3,0,6
173414,416,1,50.3708,-17.3431,81.4868,199,377,134,194,3,0,4
173750,417,1,61.4547,-17.4873,80.7101,145,183,64,90,2,0,4
174212,418,0,61.4547,-17.4873,80.7101,141,314,87,189,0,0,0
174635,419,0,61.4547,-17.4873,80.7101,248,174,65,91,0,0,0
174960,420,0,61.4547,-17.4873,80.7101,142,181,65,89,0,0,0
175523,421,0,61.4547,-17.4873,80.7101,324,238,129,91,0,0,0
175843,422,0,61.4547,-17.4873,80.7101,148,172,64,89,0,0,0
176409,423,0,61.4547,-17.4873,80.7101,206,358,131,195,0,0,0
176731,424,0,61.4547,-17.4873,80.7101,148,173,65,90,0,0,0
177171,425,0,61.4547,-17.4873,80.7101,148,291,65,186,0,0,0
177626,426,0,61.4547,-17.4873,80.7101,281,173,64,91,0,0,0
177952,427,0,61.4547,-17.4873,80.7101,147,177,65,90,0,0,0
178518,428,0,61.4547,-17.4873,80.7101,322,244,136,89,0,0,0
178840,429,0,61.4547,-17.4873,80.7101,148,172,64,90,0,0,0
179402,430,0,61.4547,-17.4873,80.7101,198,364,131,191,0,0,0
179723,431,0,61.4547,-17.4873,80.7101,147,172,65,89,0,0,0
180150,432,0,61.4547,-17.4873,80.7101,146,276,65,173,0,0,0
180623,433,1,96.0589,-17.939,119.54,289,182,65,90,1,0,3
180971,434,1,83.3789,-12.8978,126.517,147,193,64,90,6,0,8
181538,435,1,66.9962,-17.2443,133.07,317,243,127,89,1,0,4
181873,436,1,52.0184,-17.9024,137.363,147,181,64,90,2,0,4
182451,437,1,36.1585,-18.8514,141.339,237,334,134,174,2,0,3
182789,438,1,26.919,-17.5008,144.597,144,183,65,90,1,1,3
183314,439,1,20.5615,-18.7346,146.814,145,372,126,183,1,4,8
183700,440,1,10.1652,-13.2868,150.432,196,187,64,90,2,0,8
184142,441,1,8.43426,-15.9737,151.278,147,283,64,153,1,0,18
184630,442,1,26.8661,-27.1159,146.986,294,191,64,91,2,0,12
184976,443,1,-26.8502,-14.4886,154.049,146,193,65,90,2,0,6
185536,444,0,-26.8502,-14.4886,154.049,324,229,121,89,0,0,0
185866,445,1,-57.3049,-14.2333,153.972,147,181,64,90,1,0,3
186446,446,1,-65.7251,-18.5599,154.864,229,344,137,180,1,0,3
186782,447,1,-80.9636,-18.9435,154.63,146,183,65,91,1,0,3
187297,448,1,-96.2279,-18.7018,152.99,146,362,114,192,1,1,5
187690,449,1,-105.974,-18.4611,154.488,204,183,65,91,2,0,3
188108,450,0,-105.974,-18.4611,154.488,148,251,64,151,0,0,0
188595,451,0,-105.974,-18.4611,154.488,312,174,65,90,0,0,0
188916,452,0,-105.974,-18.4611,154.488,147,173,65,90,0,0,0
189487,453,0,-105.974,-18.4611,154.488,278,291,141,132,0,0,0
189807,454,0,-105.974,-18.4611,154.488,147,171,64,89,0,0,0
190321,455,0,-105.974,-18.4611,154.488,147,365,132,193,0,0,0
190695,456,0,-105.974,-18.4611,154.488,200,173,65,90,0,0,0
191077,457,0,-105.974,-18.4611,154.488,146,235,65,131,0,0,0
191588,458,0,-105.974,-18.4611,154.488,333,177,68,91,0,0,0
191910,459,0,-105.974,-18.4611,154.488,147,174,65,90,0,0,0
192477,460,0,-105.974,-18.4611,154.488,265,301,138,145,0,0,0
192807,461,1,-150.5,-18.5053,174.624,147,181,64,91,1,0,3
193340,462,0,-150.5,-18.5053,174.624,156,364,135,193,0,0,0
193711,463,1,-135.534,-18.9112,181.672,187,182,65,91,1,0,4
194152,464,1,-126.071,-18.8834,186.241,148,286,65,160,1,0,12
194633,465,1,-118.131,-18.8823,188.692,291,184,65,91,1,0,6
194978,466,1,-106.533,-18.3224,192.507,147,191,64,92,1,0,8
195556,467,1,-96.8219,-19.9947,194.908,330,242,125,91,1,0,4
195893,468,1,-86.1019,-19.5906,199.63,148,182,65,91,1,0,4
196474,469,1,-76.7344,-19.3631,203.435,250,324,137,161,1,0,4
196812,470,1,-69.8582,-18.7352,205.836,149,183,64,92,2,0,3
197355,471,1,-55.5009,-14.9914,210.469,152,384,134,192,1,0,10
197722,472,1,-43.6615,-18.2172,212.535,181,182,65,91,1,0,3
198163,473,1,-32.3385,-20.5069,213.651,148,286,64,166,0,0,7
198647,474,1,-14.5789,-23.8226,216.944,290,186,65,90,2,0,8
199008,475,1,-13.8185,-22.6311,216.903,149,203,64,91,5,0,5
199569,476,1,-6.64873,-17.4078,217.904,330,228,111,90,1,0,4
199907,477,1,3.81007,-19.6223,219.051,149,182,64,91,1,0,4
200504,478,1,25.5745,-1.68785,223.231,269,322,136,148,2,0,14
200836,479,1,16.5845,-17.4799,226.265,145,180,65,90,1,0,3
201411,480,1,46.6317,-20.4184,221.458,175,393,136,189,3,0,16
201749,481,1,40.1983,-17.0382,222.764,151,182,65,91,1,0,3
202187,482,0,40.1983,-17.0382,222.764,145,286,64,183,0,0,0
202652,483,1,66.9466,-16.8843,220.144,281,183,64,90,1,0,7
203007,484,1,79.399,-18.4742,217.684,146,202,64,90,3,0,7
203567,485,1,94.1854,-21.4235,215.772,320,235,117,90,1,0,5
203895,486,0,94.1854,-21.4235,215.772,144,172,64,89,0,0,0
204475,487,1,113.69,-18.1692,209.611,243,335,134,171,1,0,6
204802,488,0,113.69,-18.1692,209.611,148,173,65,89,0,0,0
205292,489,0,113.69,-18.1692,209.611,147,341,115,182,0,0,0
205698,490,1,139.216,-19.112,200.432,222,184,65,90,1,0,6
206088,491,0,139.216,-19.112,200.432,147,230,64,128,0,0,0
206600,492,0,139.216,-19.112,200.432,332,178,68,92,0,0,0
206923,493,0,139.216,-19.112,200.432,147,175,65,92,0,0,0
207492,494,0,139.216,-19.112,200.432,273,294,134,142,0,0,0
207815,495,0,139.216,-19.112,200.432,148,174,65,91,0,0,0
208321,496,0,139.216,-19.112,200.432,148,353,127,189,0,0,0
208705,497,0,139.216,-19.112,200.432,208,175,65,91,0,0,0
209106,498,0,139.216,-19.112,200.432,150,245,65,139,0,0,0
209608,499,0,139.216,-19.112,200.432,326,175,64,93,0,0,0
209943,500,1,168.779,-25.862,221.761,148,186,65,93,1,0,5
210525,501,0,168.779,-25.862,221.761,303,273,139,115,0,0,0
210859,502,1,148.369,-24.6295,223.914,149,184,65,91,1,0,5
211444,503,1,136.515,-20.1296,229.721,198,380,135,193,1,0,5
211781,504,1,131.338,-22.4915,226.987,147,182,65,90,1,0,4
212278,505,1,111.809,-22.3829,230.774,147,344,90,190,1,0,15
212702,506,1,96.9935,-23.5028,235.934,235,185,65,91,1,0,6
213114,507,1,87.3691,-21.7343,237.367,147,256,64,129,1,5,12
213620,508,1,74.0018,-19.4758,238.952,317,182,65,91,1,0,4
213962,509,1,57.4102,-20.756,243.083,151,183,64,91,1,0,5
214554,510,1,46.4741,-17.1395,247.095,323,259,137,95,1,0,3
214892,511,1,34.0627,-18.0306,250.245,148,182,65,90,1,0,4
215475,512,1,15.0587,-20.3833,250.221,227,348,135,183,1,0,8
215810,513,1,9.50249,-23.7184,247.26,147,180,64,90,1,0,3
216348,514,1,-34.3717,-14.4809,245.599,149,379,117,187,1,0,21
216717,515,0,-34.3717,-14.4809,245.599,195,172,65,89,0,0,0
217131,516,1,-23.6217,-24.944,246.486,147,260,65,132,1,0,13
217635,517,1,-33.8789,-21.9244,249.467,320,181,64,91,1,0,4
217972,518,1,-51.2798,-23.4526,248.817,149,181,64,91,1,0,3
218557,519,1,-68.2447,-18.4505,251.287,322,256,138,91,1,0,4
218896,520,1,-79.7617,-19.6893,253.453,147,184,64,91,1,0,6
219474,521,1,-98.6272,-22.7624,251.37,226,346,139,181,1,0,3
219802,522,0,-98.6272,-22.7624,251.37,149,173,64,90,0,0,0
220280,523,0,-98.6272,-22.7624,251.37,148,329,102,189,0,0,0
220711,524,1,-109.756,-3.97514,288.608,245,184,64,92,1,0,5
221133,525,1,-86.4962,-5.52641,309.955,151,265,64,139,0,0,17
221644,526,1,-81.4014,-2.19508,322.814,320,186,65,91,1,0,7
222001,527,1,-69.0484,-3.80337,332.778,149,201,65,91,1,0,21
222571,528,0,-69.0484,-3.80337,332.778,330,234,124,91,0,0,0
222906,529,1,33.1602,-38.2275,336.795,149,184,65,91,1,0,5
223482,530,0,33.1602,-38.2275,336.795,245,324,138,168,0,0,0
223820,531,1,56.8513,-41.4035,327.482,151,185,64,92,1,0,7
224362,532,1,60.5576,-55.5287,322.217,148,387,124,190,0,0,24
224740,533,1,56.5614,-64.6199,322.378,191,182,65,91,0,0,4
225168,534,0,56.5614,-64.6199,322.378,148,269,65,164,0,0,0
225656,535,1,92.0429,-36.2037,323.987,303,183,65,91,1,0,4
226004,536,1,96.0573,-45.7208,323.903,150,191,64,91,1,0,13
226580,537,1,107.628,-36.0868,321.523,331,240,120,92,1,0,6
226918,538,1,114.745,-37.9662,314.594,146,184,65,91,0,0,6
227494,539,0,114.745,-37.9662,314.594,253,316,138,160,0,0,0
227818,540,0,114.745,-37.9662,314.594,149,173,64,91,0,0,0
228323,541,1,125.383,-36.7494,300.149,147,358,111,190,1,0,9
228713,542,0,125.383,-36.7494,300.149,211,173,65,89,0,0,0
229080,543,0,125.383,-36.7494,300.149,147,218,65,116,0,0,0
229611,544,1,123.891,-27.9338,271.876,322,204,88,90,1,0,4
229950,545,1,105.611,-24.8057,241.666,148,184,65,91,0,0,5
230544,546,1,86.5378,-23.909,215.261,289,293,141,121,1,0,6
230879,547,1,88.3575,-18.5192,184.255,147,181,65,90,1,0,4
231457,548,1,75.6754,-18.5258,159.132,192,380,136,193,1,0,4
231792,549,1,59.1605,-18.2361,138.939,146,181,64,90,2,0,4
232267,550,1,44.344,-17.2413,129.77,143,325,81,185,5,0,7
232706,551,1,38.8083,-16.393,119.896,246,187,66,89,2,0,7
233096,552,1,31.4293,-20.1921,116.604,143,241,65,107,2,0,16
233621,553,1,29.9606,-18.1281,117.409,321,199,82,89,2,0,3
233955,554,1,32.0388,-19.0659,111.713,142,184,64,89,2,0,7
234526,555,0,32.0388,-19.0659,111.713,281,283,137,128,0,0,0
234851,556,0,32.0388,-19.0659,111.713,145,179,64,97,0,0,0
235376,557,1,41.4332,-15.8714,92.065,140,384,133,189,11,0,9
235749,558,1,40.7333,-17.1971,87.7086,185,182,64,90,3,1,3
236179,559,1,40.1384,-16.8599,88.1332,143,279,65,155,5,0,5
236665,560,1,40.0622,-16.7722,88.1961,296,184,65,91,3,0,3
237006,561,1,40.1195,-16.7659,88.178,141,193,64,92,3,0,11
238014,562,1,40.0819,-16.665,88.2687,144,195,65,91,3,0,15
238588,563,1,40.1929,-16.7479,88.1435,311,258,138,91,3,0,4
238922,564,1,40.118,-16.6923,88.2458,142,185,65,91,3,0,4
239495,565,1,40.0982,-16.7712,88.2281,226,340,135,176,3,0,3
239826,566,1,40.1391,-16.7386,88.1906,140,184,64,91,3,0,3
240330,567,1,40.0921,-16.8421,88.212,139,359,103,193,5,0,9
240730,568,1,40.0987,-16.8293,88.1934,209,186,65,91,3,0,4
241127,569,1,40.1943,-16.7884,88.1544,139,251,65,123,7,0,9
241634,570,1,40.0617,-16.7282,88.2536,308,195,75,91,3,0,3
241965,571,1,40.1312,-16.7362,88.2339,139,185,65,91,3,0,4
242544,572,1,40.1399,-16.6857,88.2091,271,302,139,134,3,1,3
242875,573,1,40.1489,-16.7041,88.211,140,183,64,91,3,0,3
243450,574,1,39.8711,-16.4906,88.5631,173,395,135,192,9,0,14
243780,575,1,39.8839,-16.8128,88.4011,145,183,65,89,3,0,4
244225,576,1,40.0195,-16.915,88.2372,139,296,64,174,7,0,8
244680,577,1,40.1521,-16.7885,88.2096,266,182,65,89,2,0,4
245021,578,1,40.1008,-16.8991,88.2168,143,190,65,88,2,1,7
