163,114.5977,-16.26171,197.9941
164,110.8165,-16.27254,198.5919
165,105.8676,-16.26356,199.3943
166,99.13568,-16.26728,200.955
167,91.36623,-16.26554,202.5729
168,84.49145,-16.27029,203.8974
169,78.37509,-16.27186,205.4639
170,72.4567,-16.29147,207.5656
171,63.66969,-16.32524,210.4817
172,56.70896,-16.32587,212.323
173,51.77316,-16.34937,213.4459
174,46.13034,-16.38266,214.7162
175,37.77568,-16.42541,216.5911
176,28.38103,-16.53349,218.3164
177,22.63016,-16.59195,219.2081
178,16.33109,-16.63166,220.2749
179,10.44526,-16.64909,221.1495
180,1.185015,-16.67695,222.1567
181,-6.684765,-16.69267,222.777
182,-14.12673,-16.67861,223.0121
183,-23.30483,-16.7439,223.4231
184,-33.65814,-16.81396,223.2109
185,-39.54022,-16.82699,222.1277
186,-43.14117,-16.82764,221.5516
187,-46.56393,-16.83856,221.2761
188,-53.37697,-16.86309,220.4802
189,-62.46607,-16.91567,219.461
190,-71.30493,-16.95417,218.306
191,-78.79257,-16.94987,217.2906
192,-89.25826,-16.9863,216.0711
193,-99.5675,-17.0808,214.9543
194,-103.8316,-17.06962,214.4702
195,-109.7587,-17.07429,213.2885
196,-119.5769,-17.03047,210.2931
197,-125.5107,-17.04006,208.384
198,-128.3777,-17.05657,207.8358
199,-134.8927,-17.06812,206.5876
200,-143.8138,-17.08451,204.9138
201,-149.0642,-17.05195,203.0303
202,-153.7014,-17.0408,201.7931
203,-158.2777,-17.04838,201.212
204,-159.7914,-17.05961,203.1663
205,-162.972,-17.07941,209.821
206,-166.4483,-17.08485,217.5569
207,-167.0865,-17.08424,226.7485
208,-166.6156,-17.1096,235.9431
209,-165.2232,-17.12862,243.6817
210,-160.4158,-17.13799,250.4008
211,-151.7677,-17.07141,253.2334
212,-144.1864,-17.10005,254.9068
213,-137.979,-17.10939,255.4841
214,-129.7276,-17.12767,256.4629
215,-118.4934,-17.10386,258.7981
216,-110.0691,-17.07953,260.4214
217,-100.8169,-17.04421,262.0459
218,-90.06809,-17.06985,263.4243
219,-77.57523,-17.07038,264.4823
220,-65.24372,-17.06979,264.9132
221,-55.91555,-17.04961,264.6953
222,-47.14326,-17.02418,264.3357
223,-35.73028,-17.00265,264.324
224,-24.23814,-16.94938,266.0063
225,-13.9392,-16.92302,268.6672
226,-3.011247,-16.8569,270.9698
227,10.53167,-16.79952,272.1038
228,22.10859,-16.74855,272.6525
229,29.80137,-16.71534,271.9876
230,36.08112,-16.71125,271.5713
231,41.13835,-16.6678,270.7256
232,50.5267,-16.61866,268.7832
233,60.06574,-16.49746,267.071
234,70.96854,-16.50366,265.9781
235,82.83592,-16.49209,265.8259
236,93.15308,-16.46233,265.9427
237,101.6573,-16.40819,266.3238
238,111.6776,-16.46988,266.8392
239,121.0721,-16.45296,266.9845
240,133.1324,-16.40117,266.5706
241,144.9069,-16.22272,265.9255
242,153.5981,-16.1857,265.3706
243,166.933,-16.11192,264.0853
244,179.5372,-16.11069,261.7833
245,191.2949,-16.09221,259.8198
246,202.6572,-16.05679,258.3325
247,204.4604,-16.06173,258.0601
248,204.4604,-16.06173,258.0601
249,204.4604,-16.06173,258.0601
250,204.4604,-16.06173,258.0601
251,204.4604,-16.06173,258.0601
252,204.4604,-16.06173,258.0601
253,204.4604,-16.06173,258.0601
254,180.8105,-16.05233,293.4777
255,172.3148,-16.0902,294.1976
256,160.2426,-16.23377,294.0388
257,149.9074,-16.27787,293.674
258,141.5979,-16.28867,293.5252
259,134.4174,-16.35277,293.6007
260,124.9893,-16.38567,293.4961
261,112.7149,-16.47683,293.1675
262,101.2213,-16.47543,293.4013
263,89.15333,-16.48655,293.1902
264,78.42975,-16.51055,291.9602
265,67.73333,-16.53577,290.2409
266,56.05634,-16.56815,291.235
267,44.60329,-16.60341,294.0155
268,35.39009,-16.74524,296.0649
269,24.62138,-16.78215,297.7955
270,9.758809,-16.82983,299.261
271,-0.6090634,-16.84291,299.6364
272,-6.211266,-16.88231,299.6708
273,-13.36569,-16.90676,299.713
274,-25.52,-16.93343,299.6603
275,-39.91483,-17.02976,298.8144
276,-48.60863,-17.0356,297.5085
277,-55.34317,-17.0625,296.0912
278,-62.20824,-17.08888,295.5173
279,-71.91923,-17.14553,294.2674
280,-82.58422,-17.16816,293.0667
281,-95.18659,-17.17368,292.3002
282,-106.3576,-17.16711,291.8712
283,-117.2797,-17.16782,292.063
284,-122.9333,-17.19676,294.5717
285,-125.3212,-17.18503,300.5096
286,-129.9265,-17.14781,311.449
287,-132.619,-17.15491,320.7278
288,-132.6784,-17.17135,329.0232
289,-128.0396,-17.11537,333.0976
290,-117.4265,-17.1054,332.4693
291,-102.8616,-17.09186,330.8808
292,-88.92756,-17.11599,330.364
293,-75.60951,-17.06238,331.8328
294,-64.53987,-17.03491,332.9677
295,-53.95998,-16.97452,333.5966
296,-41.63383,-16.91437,334.587
297,-31.55371,-16.88227,335.5222
298,-23.32188,-16.84422,335.2133
299,-10.44803,-16.85242,334.8001
300,5.988437,-16.76453,333.3621
301,17.95816,-16.73054,331.7025
302,31.78581,-16.68445,329.5341
303,47.74276,-16.64461,330.2226
304,61.23879,-16.52967,330.7697
305,73.26206,-16.48898,331.1706
306,85.61404,-16.47004,331.529
307,98.59698,-16.41536,331.4776
308,111.4199,-16.33776,330.8078
309,123.795,-16.33105,328.2917
310,137.8168,-16.3366,326.1304
311,150.9376,-16.23433,324.9993
312,163.8222,-16.17157,324.9622
313,163.8222,-16.17157,324.9622
314,163.8222,-16.17157,324.9622
315,163.8222,-16.17157,324.9622
316,163.8222,-16.17157,324.9622
317,163.8222,-16.17157,324.9622
318,163.8222,-16.17157,324.9622
319,163.8222,-16.17157,324.9622
320,196.2449,-15.99034,263.889
321,192.4635,-16.0141,249.717
322,188.4867,-15.98498,235.3173
323,185.2517,-15.98134,226.0139
324,182.3366,-15.98845,218.3585
325,182.3366,-15.98845,218.3585
326,182.3366,-15.98845,218.3585
327,182.3366,-15.98845,218.3585
328,182.3366,-15.98845,218.3585
329,182.3366,-15.98845,218.3585
330,182.3366,-15.98845,218.3585
331,182.3366,-15.98845,218.3585
332,174.2249,-15.75328,134.4177
333,174.2249,-15.75328,134.4177
334,174.2249,-15.75328,134.4177
335,174.2249,-15.75328,134.4177
336,174.2249,-15.75328,134.4177
337,174.2249,-15.75328,134.4177
338,174.2249,-15.75328,134.4177
339,149.2702,-15.74994,88.20387
340,149.2859,-15.75187,86.13403
341,149.3974,-15.74684,85.52879
342,148.8875,-15.75841,86.9635
343,147.4704,-15.74911,87.34677
344,143.6983,-15.77997,88.37221
345,136.6964,-15.80048,89.93308
346,128.9232,-15.88177,90.58607
347,119.4164,-15.96419,91.40849
348,109.7798,-15.94167,91.82314
349,99.60175,-15.97557,92.3746
350,90.99084,-16.00827,93.10832
351,85.97544,-15.99741,93.64475
352,82.68682,-16.00179,93.88133
353,78.51299,-16.03541,94.0112
354,73.07989,-16.02913,95.36054
355,66.50844,-16.03122,97.58258
356,58.56179,-16.04793,100.4418
357,48.16595,-16.1082,102.8451
358,37.70599,-16.14952,104.0647
359,28.58665,-16.1651,104.079
360,19.28084,-16.19524,102.8834
361,9.879689,-16.26506,101.6189
362,0.8649945,-16.34514,101.271
363,-5.457808,-16.36866,101.5788
364,-12.9145,-16.38598,102.1468
365,-24.61706,-16.43242,103.5393
366,-36.03944,-16.46019,104.8369
367,-47.81569,-16.48061,105.1815
368,-60.09711,-16.47798,105.2562
369,-67.12943,-16.5428,105.135
370,-74.24628,-16.58924,104.5802
371,-81.93176,-16.59779,103.4793
372,-88.59264,-16.66182,102.5924
373,-97.05656,-16.65018,100.7926
374,-105.0881,-16.72638,98.70016
375,-112.6213,-16.76701,98.25736
376,-122.231,-16.78502,98.92472
377,-132.3229,-16.77283,99.69385
378,-139.7409,-16.82084,100.1426
379,-148.8811,-16.82403,100.1885
380,-159.2791,-16.83002,98.82672
381,-164.1304,-16.79226,96.19052
382,-164.1779,-16.77141,90.4761
383,-163.8106,-16.75992,82.99826
384,-161.9149,-16.71758,78.50776
385,-158.1244,-16.69568,74.31405
386,-149.014,-16.68558,70.97121
387,-139.0411,-16.64982,69.8246
388,-128.3096,-16.59608,68.46364
389,-120.6568,-16.61623,67.56062
390,-112.6681,-16.56791,66.91229
391,-101.5013,-16.52948,68.13693
392,-93.3987,-16.47184,68.47215
393,-89.61135,-16.44678,68.14813
394,-85.90636,-16.42947,68.14391
395,-80.81078,-16.39497,68.6765
396,-75.04843,-16.39627,69.35048
397,-66.87904,-16.33977,71.22438
398,-58.45333,-16.33326,73.22526
399,-50.90414,-16.28051,73.93091
400,-47.00386,-16.29404,73.648
401,-47.16327,-16.30873,73.61641
402,-45.2501,-16.31588,74.2151
403,-41.81245,-16.31402,75.07765
404,-38.46522,-16.34401,75.69778
405,-31.77213,-16.2789,77.09992
406,-21.94809,-16.22823,78.77817
407,-13.56571,-16.21659,80.4481
408,-3.725541,-16.21453,82.75417
409,5.482842,-16.16104,83.90079
410,14.81896,-16.10397,83.81846
411,23.81713,-16.06907,83.43828
412,31.26621,-16.0077,83.02903
413,36.25361,-15.98742,82.04446
414,39.23269,-16.00062,81.34961
415,42.96732,-15.99839,80.35359
416,49.69606,-15.98887,81.09307
417,60.67838,-16.00863,80.86768
418,68.93718,-15.99689,80.43814
419,73.46225,-15.97472,79.9217
420,80.29967,-15.97813,80.00507
421,92.65942,-15.9768,80.34961
422,105.6861,-15.99555,80.76513
423,114.4676,-15.97338,80.11293
424,120.3448,-15.93249,79.24113
425,125.5326,-15.89957,77.4035
426,126.7707,-15.78043,75.00968
427,127.6415,-15.78374,77.45641
428,130.0947,-15.87628,85.10722
429,125.3115,-15.95349,95.09275
430,116.1273,-16.00859,103.3173
431,106.5425,-16.04714,108.8343
432,96.9537,-16.07645,114.6328
433,86.29937,-16.08318,120.8105
434,73.57294,-16.13449,125.9042
435,60.24598,-16.13737,130.7181
436,46.40611,-16.15676,134.4063
437,32.31393,-16.19664,138.5305
438,22.86489,-16.28019,141.9917
439,18.50298,-16.30555,143.7938
440,8.948069,-16.34863,145.9098
441,-1.963903,-16.40558,147.2342
442,-14.48925,-16.46585,148.5147
443,-28.45502,-16.5617,149.5108
444,-40.90983,-16.60807,150.2867
445,-56.80322,-16.69695,149.9308
446,-69.40486,-16.69568,149.8701
447,-83.18066,-16.75163,149.799
448,-95.03851,-16.75623,149.4171
449,-109.2324,-16.76429,148.3153
450,-127.5918,-16.81263,145.0163
451,-140.8022,-16.83419,142.2264
452,-149.3036,-16.81201,140.0958
453,-159.3181,-16.78033,137.3319
454,-169.7235,-16.91726,133.947
455,-170.3277,-16.92615,133.6662
456,-168.8023,-16.82029,142.025
457,-162.416,-16.85458,153.9706
458,-156.3822,-16.88572,161.6444
459,-152.6593,-16.88766,165.1665
460,-149.9576,-16.92755,166.4111
461,-146.3586,-16.9319,168.501
462,-140.7542,-16.92383,171.8026
463,-132.5066,-16.93508,176.2652
464,-122.8794,-16.93485,180.4634
465,-113.8293,-16.94141,183.6196
466,-102.8501,-16.94478,187.4095
467,-92.8289,-16.92508,190.9578
468,-85.32227,-16.89624,193.8695
469,-76.08592,-16.90325,197.6658
470,-63.89669,-16.87537,201.6601
471,-51.17843,-16.82197,204.8492
472,-42.17236,-16.79122,206.5583
473,-31.41339,-16.74802,208.6059
474,-21.2754,-16.69593,210.784
475,-12.88787,-16.65791,212.1316
476,-3.665878,-16.63068,212.6892
477,3.862606,-16.63186,214.4359
478,12.68222,-16.59774,217.2181
479,22.54505,-16.54672,219.8274
480,32.13462,-16.48807,218.0653
481,40.24273,-16.4623,216.4703
482,52.87349,-16.38743,214.8779
483,66.56872,-16.361,213.7469
484,75.122,-16.32351,212.8085
485,87.24788,-16.31524,210.9415
486,98.15656,-16.31254,208.2083
487,108.3589,-16.297,205
488,116.7081,-16.28911,202.3393
489,124.7887,-16.2367,199.3153
490,135.5202,-16.21661,195.4772
491,149.0804,-16.14268,191.7732
492,160.317,-16.10971,188.974
493,165.2545,-16.0655,187.7856
494,165.2545,-16.0655,187.7856
495,165.2545,-16.0655,187.7856
496,165.2545,-16.0655,187.7856
497,165.2545,-16.0655,187.7856
498,174.0435,-16.02932,212.9378
499,165.652,-16.06261,216.2555
500,157.6835,-16.12303,218.4713
501,148.0604,-16.13356,218.8144
502,137.1484,-16.1882,220.1666
503,126.7586,-16.23965,222.2851
504,116.2695,-16.28201,223.8933
505,102.9423,-16.30972,226.2633
506,89.38462,-16.27399,229.8569
507,78.92623,-16.34199,232.1833
508,65.04611,-16.37219,234.5933
509,48.67818,-16.42104,238.6087
510,33.29652,-16.54063,242.6656
511,25.83519,-16.59202,243.4381
512,18.21835,-16.6392,241.8788
513,7.269772,-16.65081,240.9987
514,-6.375019,-16.7375,240.2776
515,-16.93713,-16.7677,240.0007
516,-28.34983,-16.8407,241.0701
517,-41.14561,-16.85268,242.8511
518,-57.65952,-16.97599,242.0984
519,-72.79498,-17.02755,243.4218
520,-85.50483,-17.0099,244.4695
521,-95.40133,-17.05143,245.6348
522,-99.33495,-17.04035,255.3591
523,-100.2639,-17.11452,272.0192
524,-95.09644,-17.14577,283.6741
525,-86.38573,-17.14702,298.8307
526,-76.27265,-17.11339,311.9903
527,-66.0827,-17.06681,320.0289
528,-48.4297,-16.97732,325.3671
529,-30.65043,-16.89052,326.5439
530,-11.13328,-16.87226,325.8546
531,9.220283,-16.79308,323.5866
532,28.43132,-16.69745,320.2511
533,48.67775,-16.6194,317.9675
534,68.09416,-16.57581,318.5118
535,79.45439,-16.38336,317.9251
536,86.93254,-16.40685,316.868
537,96.70358,-16.37699,313.5205
538,107.3982,-16.3618,305.623
539,115.1696,-16.37181,296.8423
540,115.1284,-16.44823,293.8138
541,116.0792,-16.46351,293.0972
542,115.7736,-16.4377,292.9013
543,112.287,-16.41936,284.792
544,105.8264,-16.35741,260.0916
545,96.14973,-16.27131,226.4657
546,88.04971,-16.20783,196.8829
547,80.57133,-16.18509,173.186
548,67.88158,-16.10073,150.7573
549,50.97986,-16.15038,134.4134
550,38.95497,-16.134,124.0631
551,30.25896,-16.14423,115.931
552,28.8952,-16.16563,115.0407
553,27.76797,-16.15115,114.2616
554,31.04869,-16.11483,108.0399
555,41.19624,-16.04829,96.50764
556,41.1774,-16.05737,93.93239
557,39.28489,-16.0427,87.39201
558,38.78852,-16.03447,86.09187
559,38.8128,-16.02843,86.08372
560,38.79198,-16.02935,86.09882
561,38.79357,-16.02868,86.09454
562,38.79824,-16.03051,86.10236
563,38.80465,-16.01863,86.08771
564,38.80838,-16.0185,86.09469
565,38.81172,-16.0163,86.09344
566,38.8216,-16.00516,86.10158
567,38.82062,-16.00332,86.09367
568,38.80798,-16.0194,86.09426
569,38.81002,-16.01641,86.09651
570,38.8116,-16.01825,86.09692
571,38.82936,-16.00681,86.11016
572,38.81192,-16.01812,86.09431
573,38.81016,-16.01868,86.0956
574,38.80102,-16.02209,86.10134
575,38.82076,-16.01191,86.08231
576,38.84653,-16.01281,86.07977
577,38.82096,-16.01518,86.08942
578,38.83971,-16.00733,86.08246
