0,0.08400232,-16.44782,195.5329
1,0.0477612,-16.48732,195.5309
2,0.045757,-16.47721,195.5346
3,0.04952699,-16.47866,195.5304
4,0.05192012,-16.47692,195.539
5,0.04954487,-16.47921,195.533
6,0.04753172,-16.47843,195.538
7,0.3892496,-16.47664,195.4992
8,0.4509136,-16.48231,195.4831
9,-1.339128,-16.49736,195.3441
10,-7.143678,-16.49958,196.2165
11,-16.65601,-16.50735,197.38
12,-27.54419,-16.6468,196.4122
13,-39.94248,-16.63926,193.5687
14,-57.10164,-16.6947,191.1559
15,-72.16493,-16.80411,191.3622
16,-81.02106,-16.80903,190.6922
17,-90.94129,-16.82547,189.3877
18,-100.6826,-16.87346,187.5274
19,-105.7378,-16.88896,186.2049
20,-107.4578,-16.90325,185.7182
21,-109.3174,-16.90553,185.1774
22,-112.4021,-16.90163,184.1082
23,-115.531,-16.9033,182.9559
24,-117.8232,-16.90363,182.0956
25,-121.0634,-16.91774,180.5801
26,-127.1336,-16.89569,177.8416
27,-129.1141,-16.89311,176.7263
28,-131.0726,-16.87225,172.8317
29,-129.5358,-16.82656,165.2109
30,-125.1504,-16.82816,157.7857
31,-120.9866,-16.80034,152.4824
32,-116.9025,-16.79319,147.2399
33,-110.1019,-16.75416,144.4981
34,-97.19563,-16.71457,144.142
35,-85.70426,-16.70764,148.0676
36,-75.58228,-16.70702,150.0197
37,-65.77814,-16.67256,148.9424
38,-49.86149,-16.63084,149.3237
39,-39.06181,-16.61947,148.1679
40,-30.77938,-16.55129,147.5297
41,-25.03526,-16.50879,147.2856
42,-18.59376,-16.48951,146.9561
43,-12.27301,-16.47839,146.5065
44,-7.841223,-16.45846,146.0513
45,-2.962964,-16.45068,145.437
46,1.190244,-16.39228,144.7745
47,7.754882,-16.36061,144.0483
48,17.43843,-16.35238,143.2301
49,25.57665,-16.29394,141.8411
50,36.27797,-16.20979,140.3635
51,46.23226,-16.1973,139.9318
52,56.26602,-16.17423,138.5238
53,64.09854,-16.10044,137.1875
54,74.1151,-16.18466,136.6833
55,85.08765,-16.19758,136.7065
56,95.18003,-16.1557,135.3306
57,106.4785,-16.18131,133.2562
58,116.5138,-16.14094,131.8055
59,129.4054,-16.07322,128.7599
60,141.3281,-15.96712,125.4189
61,152.9884,-15.85662,122.4774
62,153.1551,-15.84105,122.429
63,153.1551,-15.84105,122.429
64,153.1551,-15.84105,122.429
65,153.1551,-15.84105,122.429
66,153.1551,-15.84105,122.429
67,153.1551,-15.84105,122.429
68,153.1551,-15.84105,122.429
69,153.1551,-15.84105,122.429
70,153.1551,-15.84105,122.429
71,144.6478,-15.71642,75.17168
72,136.8402,-15.78106,75.23048
73,125.5969,-15.84561,74.41966
74,114.6199,-15.90776,74.3778
75,104.1678,-15.92143,73.70498
76,93.23581,-15.91878,73.70956
77,80.60975,-15.91078,73.71313
78,69.85081,-15.92568,72.74234
79,59.52243,-15.95225,74.77811
80,47.64445,-15.98824,78.41418
81,36.304,-16.05023,81.68323
82,25.19148,-16.08629,83.6255
83,15.37635,-16.15833,85.05402
84,2.683316,-16.25049,87.2743
85,-10.06956,-16.35413,89.39722
86,-19.66738,-16.38244,89.79526
87,-30.11048,-16.39476,90.4229
88,-42.78725,-16.38823,89.9231
89,-53.351,-16.47099,88.25576
90,-65.77673,-16.48163,86.22941
91,-75.9057,-16.51527,84.81203
92,-86.84283,-16.53079,83.27796
93,-97.22206,-16.61848,81.96358
94,-111.8749,-16.64716,79.67727
95,-121.828,-16.67308,77.5558
96,-132.2779,-16.65573,73.63904
97,-142.4393,-16.65855,70.7309
98,-152.7763,-16.6648,68.571
99,-160.6152,-16.6899,67.69252
100,-159.7222,-16.70095,68.94154
101,-158.6649,-16.74746,71.62707
102,-160.0251,-16.83422,89.39513
103,-159.3068,-16.86567,105.8255
104,-158.5352,-16.85572,123.044
105,-157.3191,-16.88198,141.4494
106,-156.8568,-16.86093,155.8834
107,-155.0802,-16.85192,159.0379
108,-153.9869,-16.88762,159.5397
109,-151.4913,-16.86933,161.66
110,-147.3331,-16.88474,164.8849
111,-140.0327,-16.91552,167.99
112,-128.1751,-16.87305,170.0542
113,-112.824,-16.84706,173.9586
114,-101.7836,-16.83624,177.6353
115,-89.32446,-16.76958,180.0557
116,-76.83376,-16.80678,183.2251
117,-64.87616,-16.76264,184.9081
118,-52.06598,-16.71754,184.9673
119,-39.60942,-16.70065,185.3033
120,-26.39151,-16.66602,185.3309
121,-13.07663,-16.58318,185.0215
122,-0.4880205,-16.51429,184.6551
123,6.305188,-16.49721,184.4429
124,12.93736,-16.46127,183.9582
125,21.17104,-16.40426,183.137
126,32.07736,-16.35159,181.7828
127,43.07129,-16.29245,180.6283
128,56.14861,-16.17908,178.8137
129,70.32093,-16.22841,177.7781
130,81.48129,-16.29546,177.3655
131,90.91747,-16.2599,176.5509
132,101.7564,-16.21586,175.3606
133,113.0459,-16.22391,175.3019
134,123.3837,-16.17038,175.2025
135,132.7839,-16.15467,174.2394
136,138.8872,-16.0872,172.7608
137,147.7339,-16.03487,170.7812
138,156.0762,-15.99174,169.7536
139,159.1112,-16.02256,169.4929
140,159.1112,-16.02256,169.4929
141,159.1112,-16.02256,169.4929
142,159.1112,-16.02256,169.4929
143,159.1112,-16.02256,169.4929
144,159.1112,-16.02256,169.4929
145,159.1112,-16.02256,169.4929
146,159.1112,-16.02256,169.4929
147,159.1112,-16.02256,169.4929
148,159.1112,-16.02256,169.4929
149,159.1112,-16.02256,169.4929
150,159.1112,-16.02256,169.4929
151,159.1112,-16.02256,169.4929
152,159.1112,-16.02256,169.4929
153,159.1112,-16.02256,169.4929
154,159.1112,-16.02256,169.4929
155,161.2388,-16.07376,191.1491
156,155.4103,-16.10245,191.8401
157,150.556,-16.142,192.3203
158,145.9808,-16.17735,192.5415
159,139.4287,-16.1917,193.1542
160,132.4376,-16.19919,194.4829
161,126.5472,-16.20596,195.4391
162,119.8713,-16.22648,196.9472
